time [ms], BMP temp [degC], BMP pres [mbar], BMP alt [m], BNO x [deg], BNO y [deg], BNO z [deg], BNO xa [m/s^2], BNO ya [], BNO za [], BNO xg [rad/s], BNO yg [], BNO zg [], BNO xm [uT], BNO ym [], BNO zm [], GPS lat [deg.min], GPS lon [deg.min], GPS speed [m/s], GPS angle [deg], GPS alt [m],GPS Sat, ICM temp [degC], ICM accel x [m/s^2], ICM accel y [m/s^2], ICM accel z [m/s^2], ICM gyro x [rad/s], ICM gyro y [rad/s], ICM gyro z [rad/s], ICM mag x [], ICM mag y [], ICM mag z []
32400,26.18,998.62,122.5,312.06,-1.06,-96.81,-0.46,11.31,-1.46,-0.46,11.31,-1.46,-0.46,11.31,-1.46,0,0,0,0,0,0,27.9,-0.03,-9.97,-1.23,0,0.02,0.01,45,-19.65,-4.2
32442,26.18,998.63,122.44,312.12,-1.06,-96.81,0.07,11.29,-1.37,0.07,11.29,-1.37,0.07,11.29,-1.37,0,0,0,0,0,0,27.57,-0.38,-9.99,-1.13,-0.01,0.08,0,45,-19.65,-4.2
32484,26.18,998.63,122.48,312.31,-1.12,-96.75,-0.19,9.89,-1.16,-0.19,9.89,-1.16,-0.19,9.89,-1.16,0,0,0,0,0,0,27.95,-0.59,-10.02,-1.3,0,0.1,0,44.25,-21.15,-4.5
32529,26.18,998.63,122.43,312.44,-1.12,-96.75,-0.34,9.98,-0.95,-0.34,9.98,-0.95,-0.19,10.13,-1.52,0,0,0,0,0,0,27.95,0.45,-10.04,-1.25,0,-0.11,-0.01,44.25,-21.15,-4.5
32580,26.18,998.64,122.4,312.12,-1.12,-96.75,-0.44,10.03,-1.76,-0.29,10.18,-0.61,-0.29,10.18,-0.61,0,0,0,0,0,0,27.85,0.59,-9.6,-1.74,0,-0.01,0.02,44.25,-21.15,-4.5
32622,26.18,998.63,122.4,312.19,-1.06,-96.75,-0.42,9.95,-1.81,-0.42,9.95,-1.81,-0.42,9.95,-1.81,0,0,0,0,0,0,27.9,-0.2,-9.68,-1.92,0,0.06,0.01,45.6,-18.75,-5.1
32662,26.18,998.63,122.41,312.25,-1.12,-96.75,-0.08,9.83,-0.21,-0.08,9.83,-0.21,-0.08,9.83,-0.21,0,0,0,0,0,0,27.9,-0.48,-10.07,-0.12,-0.01,0.04,-0.01,45.6,-18.75,-5.1
32710,26.18,998.64,122.36,312.31,-1.12,-96.75,-0.45,9.77,-1.36,-0.45,9.77,-1.36,-0.39,9.79,-1.79,0,0,0,0,0,0,27.57,-0.07,-9.9,-1.55,-0.02,0.07,0,47.4,-20.25,-5.7
32751,26.18,998.64,122.32,312.44,-1.12,-96.75,0.05,9.79,-0.55,0.05,9.79,-0.55,0.05,9.79,-0.55,0,0,0,0,0,0,27.9,-0.28,-10.01,-0.68,-0.01,-0.14,0,47.4,-20.25,-5.7
32800,26.18,998.64,122.33,312.12,-1.12,-96.81,-0.62,9.73,-1.52,-0.62,9.73,-1.52,-0.16,9.74,-1.55,0,0,0,0,0,0,27.71,-0.32,-9.95,-1.44,-0.01,-0.03,0.02,45.45,-20.85,-4.5
32840,26.18,998.64,122.37,312,-1.06,-96.81,0.01,9.68,-1.26,0,9.73,-1.06,0,9.73,-1.06,0,0,0,0,0,0,27.71,0.05,-9.99,-1.24,0,0,0.01,45.45,-20.85,-4.5
32885,26.18,998.64,122.38,312,-1.06,-96.81,0.01,9.71,-1.52,0.01,9.71,-1.52,0.01,9.71,-1.52,0,0,0,0,0,0,27.76,-0.34,-9.96,-1.35,0,0.01,0.01,45.45,-17.85,-4.5
32928,26.18,998.64,122.35,312.06,-1.06,-96.81,0.09,9.67,-1.14,0.09,9.67,-1.14,0.09,9.67,-1.14,0,0,0,0,0,0,27.76,-0.13,-9.96,-1.28,0.01,0.03,0,45.45,-17.85,-4.5
32972,26.18,998.64,122.33,312.19,-1.06,-96.75,0.05,9.78,-1.44,0.05,9.78,-1.44,0.05,9.78,-1.44,0,0,0,0,0,0,27.85,-0.11,-9.96,-1.22,0.01,0.04,-0.01,45.45,-17.85,-4.5
33021,26.18,998.64,122.33,312.25,-1.06,-96.69,-0.09,9.87,-1.19,0.02,10.09,-1.19,0.02,10.09,-1.19,0,0,0,0,0,0,27.61,0.4,-10.15,-0.93,0.01,-0.22,0,46.2,-20.85,-4.95
33063,26.18,998.64,122.34,312.12,-1.06,-96.69,-0.29,10.06,-0.97,-0.29,10.06,-0.97,-0.29,10.06,-0.97,0,0,0,0,0,0,27.61,-0.48,-9.87,-1.16,0,-0.07,0,46.2,-20.85,-4.95
33106,26.18,998.64,122.36,312.19,-1.06,-96.69,-0.55,10.09,-0.86,-0.55,10.09,-0.86,-0.55,10.09,-0.86,0,0,0,0,0,0,27.85,-0.02,-9.98,-0.86,-0.01,0.01,0.01,46.5,-23.1,-6.6
33147,26.18,998.64,122.32,312.25,-1.06,-96.69,-0.11,10.1,-1.17,-0.11,10.1,-1.17,-0.11,10.1,-1.17,0,0,0,0,0,0,27.85,-0.19,-10.06,-1.45,-0.02,-0.02,0.01,46.5,-23.1,-6.6
33192,26.18,998.65,122.31,312.31,-1.06,-96.69,-0.37,10.07,-1.24,-0.37,10.07,-1.24,-0.37,10.07,-1.24,0,0,0,0,0,0,27.95,-0.18,-9.92,-1.34,-0.02,0.01,0.01,44.55,-28.05,-12.15
33241,26.18,998.64,122.34,312.31,-1.06,-96.81,-0.16,10.1,-1.41,-0.16,10.1,-1.41,-0.17,10.08,-1.46,0,0,0,0,0,0,28.04,-0.12,-10,-1.48,0,0,0.01,44.55,-28.05,-12.15
33283,26.18,998.63,122.4,312.37,-1.12,-96.81,-0.07,10.13,-1.47,-0.07,10.13,-1.47,-0.07,10.13,-1.47,0,0,0,0,0,0,27.71,-0.19,-9.96,-1.38,0.01,0.01,0.01,44.55,-28.05,-12.15
33330,26.18,998.64,122.4,312.37,-1.06,-96.81,-0.09,10.13,-1.32,-0.09,10.13,-1.32,-0.09,10.13,-1.32,0,0,0,0,0,0,27.52,-0.11,-9.99,-1.29,0.02,0.02,0,47.25,-30.15,-13.8
33373,26.18,998.64,122.38,312.44,-1.06,-96.81,-0.14,10.12,-1.09,-0.14,10.12,-1.09,-0.14,10.12,-1.09,0,0,0,0,0,0,27.61,-0.13,-9.96,-0.99,0.01,0.01,0,47.25,-30.15,-13.8
33422,26.18,998.63,122.42,312.5,-1.06,-96.75,-0.13,10.1,-1,-0.2,10.1,-0.93,-0.2,10.1,-0.93,0,0,0,0,0,0,27.61,0,-10.01,-0.95,0,0,0,46.5,-30.45,-13.35
33464,26.18,998.63,122.4,312.5,-1.12,-96.69,-0.23,10.13,-1.02,-0.23,10.13,-1.02,-0.23,10.13,-1.02,0,0,0,0,0,0,27.76,-0.05,-9.96,-1.02,-0.01,-0.01,0.01,46.5,-30.45,-13.35
33505,26.18,998.63,122.44,312.5,-1.12,-96.69,-0.26,10.1,-1.03,-0.26,10.1,-1.03,-0.26,10.1,-1.03,0,0,0,0,0,0,27.85,-0.02,-10.01,-1.07,-0.02,-0.01,0.01,49.05,-31.2,-10.5
33550,26.18,998.62,122.49,312.44,-1.12,-96.69,-0.19,10.1,-1.28,-0.19,10.1,-1.28,-0.19,10.1,-1.28,0,0,0,0,0,0,27.95,-0.12,-9.94,-1.32,-0.02,-0.01,0.01,49.05,-31.2,-10.5
33593,26.18,998.63,122.46,312.44,-1.12,-96.75,-0.13,10.11,-1.3,-0.14,10.08,-1.38,-0.14,10.08,-1.38,0,0,0,0,0,0,27.85,-0.19,-9.97,-1.46,-0.01,-0.01,0.01,49.5,-32.55,-10.35
33642,26.18,998.63,122.46,312.37,-1.06,-96.81,-0.06,10.1,-1.46,-0.06,10.1,-1.46,-0.08,10.09,-1.42,0,0,0,0,0,0,27.95,-0.17,-9.95,-1.35,0,0.01,0,49.5,-32.55,-10.35
33685,26.18,998.62,122.5,312.37,-1.06,-96.81,-0.14,10.1,-1.37,-0.14,10.1,-1.37,-0.14,10.1,-1.37,0,0,0,0,0,0,27.85,-0.23,-10,-1.22,0.01,0.01,0,49.5,-32.55,-10.35
33727,26.18,998.63,122.47,312.37,-1.06,-96.81,-0.15,10.09,-1.17,-0.15,10.09,-1.17,-0.15,10.09,-1.17,0,0,0,0,0,0,27.61,-0.15,-9.97,-1.07,0.02,0.01,0,49.5,-32.55,-10.35
33771,26.18,998.62,122.48,312.37,-1.06,-96.75,-0.29,10.09,-1.06,-0.29,10.09,-1.06,-0.29,10.09,-1.06,0,0,0,0,0,0,27.76,-0.07,-10.01,-0.96,0,0,0.01,49.5,-32.55,-10.35
33813,26.18,998.63,122.41,312.37,-1.06,-96.69,-0.27,10.13,-0.97,-0.27,10.1,-1,-0.27,10.1,-1,0,0,0,0,0,0,27.85,-0.01,-9.98,-0.97,-0.01,0,0.01,49.5,-32.55,-10.35
33864,26.18,998.63,122.41,312.37,-1.06,-96.69,-0.31,10.09,-1.07,-0.27,10.11,-1.06,-0.27,10.11,-1.06,0,0,0,0,0,0,27.76,-0.14,-10.03,-1.05,-0.01,-0.01,0.01,49.5,-32.55,-10.35
33905,26.18,998.62,122.5,312.37,-1.06,-96.69,-0.12,10.09,-1.24,-0.12,10.09,-1.24,-0.12,10.09,-1.24,0,0,0,0,0,0,27.9,-0.15,-9.98,-1.16,-0.01,0,0.01,49.5,-32.55,-10.35
33952,26.18,998.63,122.46,312.37,-1.06,-96.75,-0.06,10.1,-1.36,-0.06,10.1,-1.36,-0.06,10.1,-1.36,0,0,0,0,0,0,27.95,-0.38,-9.98,-1.42,-0.01,0.01,0,49.5,-32.55,-10.35
33993,26.18,998.62,122.48,312.37,-1.06,-96.81,0.21,10.1,-1.58,0.21,10.1,-1.58,-0.32,10.08,-1.32,0,0,0,0,0,0,27.85,-0.33,-10.05,-1.41,0,0.04,-0.01,49.5,-32.55,-10.35
34041,26.18,998.63,122.45,312.44,-1.06,-96.81,-0.14,10.12,-1.52,-0.14,10.12,-1.52,-0.14,10.12,-1.52,0,0,0,0,0,0,27.95,-0.17,-9.96,-1.47,0.01,0.03,-0.01,49.5,-32.55,-10.35
34084,26.18,998.63,122.42,312.56,-1.12,-96.75,-0.13,10.1,-1.14,-0.35,10.12,-0.9,-0.35,10.12,-0.9,0,0,0,0,0,0,27.71,0.14,-9.9,-1.11,0.01,0.04,-0.01,49.5,-32.55,-10.35
34126,26.18,998.63,122.4,312.62,-1.12,-96.75,-0.27,10.07,-1.23,-0.27,10.07,-1.23,-0.27,10.07,-1.23,0,0,0,0,0,0,27.85,-0.03,-10.03,-1.23,0.01,-0.01,0,49.5,-32.55,-10.35
34169,26.18,998.63,122.45,312.62,-1.12,-96.69,-0.38,10.11,-0.82,-0.38,10.11,-0.82,-0.38,10.11,-0.82,0,0,0,0,0,0,27.85,0.11,-9.97,-0.98,0,-0.02,0.02,49.5,-32.55,-10.35
34214,26.18,998.62,122.49,312.62,-1.19,-96.62,-0.21,10.11,-1.13,-0.21,10.11,-1.13,-0.14,10.09,-1.05,0,0,0,0,0,0,27.61,-0.23,-9.99,-1.06,-0.01,-0.02,0.02,49.5,-32.55,-10.35
34264,26.18,998.62,122.52,312.5,-1.12,-96.62,-0.18,10.1,-1.14,-0.18,10.12,-1.2,-0.18,10.12,-1.2,0,0,0,0,0,0,27.95,-0.23,-9.94,-1.29,-0.01,-0.02,0.01,49.5,-32.55,-10.35
34307,26.18,998.64,122.39,312.44,-1.12,-96.69,0.05,10.11,-1.26,0.05,10.11,-1.26,0.05,10.11,-1.26,0,0,0,0,0,0,27.71,-0.34,-9.97,-1.19,-0.01,0,0.01,49.5,-32.55,-10.35
34350,26.18,998.63,122.4,312.44,-1.06,-96.69,-0.08,10.09,-1.41,-0.08,10.09,-1.41,-0.08,10.09,-1.41,0,0,0,0,0,0,27.76,-0.22,-9.97,-1.39,0,0,0,49.5,-32.55,-10.35
34392,26.18,998.63,122.41,312.44,-1.06,-96.75,-0.09,10.11,-1.33,-0.09,10.11,-1.33,-0.09,10.11,-1.33,0,0,0,0,0,0,27.71,-0.11,-10.03,-1.27,0.01,0.02,-0.01,49.5,-32.55,-10.35
34435,26.18,998.64,122.39,312.5,-1.12,-96.75,-0.27,10.1,-1.32,-0.25,10.12,-1.33,-0.25,10.12,-1.33,0,0,0,0,0,0,27.61,-0.08,-9.98,-1.29,0.01,0.01,-0.01,49.5,-32.55,-10.35
34489,26.18,998.63,122.46,312.56,-1.12,-96.69,-0.34,10.11,-1.11,-0.34,10.11,-1.11,-0.34,10.11,-1.11,0,0,0,0,0,0,27.71,0.1,-9.96,-1.06,0.01,0,0.01,49.5,-32.55,-10.35
34537,26.18,998.63,122.45,312.62,-1.19,-96.69,-0.29,10.11,-1.01,-0.29,10.11,-1.01,-0.29,10.11,-1.01,0,0,0,0,0,0,27.71,-0.02,-9.98,-1.01,-0.01,0,0.01,49.5,-32.55,-10.35
34585,26.18,998.63,122.47,312.56,-1.19,-96.69,-0.26,10.1,-1.09,-0.26,10.1,-1.09,-0.26,10.1,-1.09,0,0,0,0,0,0,27.76,-0.11,-9.97,-1.1,-0.01,-0.02,0.01,49.5,-32.55,-10.35
34627,26.17,998.63,122.44,312.5,-1.12,-96.69,-0.09,10.11,-1.12,-0.09,10.11,-1.12,-0.09,10.11,-1.12,0,0,0,0,0,0,27.85,-0.2,-9.96,-1.06,-0.01,-0.01,0.01,49.5,-32.55,-10.35
34681,26.17,998.63,122.41,312.44,-1.12,-96.69,-0.01,10.11,-1.3,-0.01,10.11,-1.3,-0.01,10.11,-1.3,0,0,0,0,0,0,27.61,-0.32,-9.98,-1.3,-0.01,0,0,49.5,-32.55,-10.35
34724,26.17,998.64,122.38,312.44,-1.12,-96.69,-0.06,10.09,-1.33,-0.06,10.09,-1.33,-0.06,10.09,-1.33,0,0,0,0,0,0,27.85,-0.2,-9.88,-1.34,0,0.02,0,46.35,-32.1,-17.85
34767,26.17,998.64,122.31,312.44,-1.12,-96.69,-0.16,10.12,-1.3,-0.16,10.12,-1.3,-0.16,10.12,-1.3,0,0,0,0,0,0,27.95,-0.1,-9.95,-1.15,0,0.02,-0.01,46.35,-32.1,-17.85
34809,26.17,998.65,122.3,312.5,-1.12,-96.75,-0.31,10.09,-1.29,-0.31,10.09,-1.29,-0.31,10.09,-1.29,0,0,0,0,0,0,27.9,-0.06,-9.89,-1.2,0.01,0.01,0,47.1,-32.1,-17.85
34852,26.17,998.65,122.29,312.56,-1.12,-96.75,-0.31,10.11,-1.13,-0.31,10.11,-1.13,-0.31,10.11,-1.13,0,0,0,0,0,0,27.71,-0.03,-9.97,-1.12,0,0,0,47.1,-32.1,-17.85
34904,26.17,998.64,122.34,312.56,-1.19,-96.69,-0.33,10.09,-1.15,-0.33,10.09,-1.15,-0.33,10.09,-1.15,0,0,0,0,0,0,27.57,-0.06,-9.97,-1.12,-0.01,-0.01,0.02,46.2,-32.4,-18
34953,26.17,998.65,122.31,312.5,-1.19,-96.69,-0.19,10.11,-1.12,-0.19,10.11,-1.12,-0.19,10.11,-1.12,0,0,0,0,0,0,27.85,-0.1,-9.96,-1.16,-0.01,-0.01,0.01,46.2,-32.4,-18
34996,26.17,998.64,122.35,312.5,-1.12,-96.69,-0.11,10.1,-1.13,-0.11,10.1,-1.13,-0.07,10.12,-1.13,0,0,0,0,0,0,27.95,-0.26,-9.99,-1.12,-0.01,-0.01,0.01,45.75,-31.95,-16.5
35039,26.17,998.64,122.38,312.44,-1.12,-96.69,-0.04,10.11,-1.21,-0.04,10.11,-1.21,-0.04,10.11,-1.21,0,0,0,0,0,0,27.95,-0.25,-9.98,-1.25,-0.01,0,0,45.75,-31.95,-16.5
35079,26.17,998.64,122.36,312.44,-1.12,-96.69,-0.1,10.1,-1.26,-0.1,10.1,-1.26,-0.1,10.1,-1.26,0,0,0,0,0,0,27.85,-0.22,-9.93,-1.22,-0.01,0.01,0,45.75,-31.95,-16.5
35128,26.17,998.64,122.37,312.44,-1.12,-96.75,-0.18,10.11,-1.3,-0.18,10.11,-1.3,-0.18,10.11,-1.3,0,0,0,0,0,0,27.71,-0.15,-9.95,-1.24,0,0.01,-0.01,47.25,-33.15,-16.5
35169,26.18,998.64,122.37,312.5,-1.19,-96.75,-0.31,10.11,-1.26,-0.31,10.11,-1.26,-0.31,10.11,-1.26,0,0,0,0,0,0,27.76,-0.01,-9.98,-1.27,0,0.01,0,47.25,-33.15,-16.5
35217,26.18,998.64,122.39,312.5,-1.19,-96.75,-0.32,10.1,-1.19,-0.32,10.1,-1.19,-0.32,10.09,-1.2,0,0,0,0,0,0,27.9,0.01,-9.94,-1.07,0,0,0.01,48,-32.7,-16.95
35259,26.18,998.63,122.45,312.56,-1.19,-96.75,-0.35,10.09,-1.14,-0.35,10.09,-1.14,-0.35,10.09,-1.14,0,0,0,0,0,0,27.76,-0.05,-9.98,-1.14,0,-0.02,0.02,48,-32.7,-16.95
35308,26.18,998.64,122.38,312.5,-1.19,-96.75,-0.22,10.13,-1.13,-0.19,10.1,-1.1,-0.19,10.1,-1.1,0,0,0,0,0,0,27.71,-0.07,-10,-1.08,0,-0.01,0.01,46.5,-31.2,-16.2
35349,26.18,998.64,122.37,312.44,-1.19,-96.75,-0.08,10.09,-1.21,-0.08,10.09,-1.21,-0.08,10.09,-1.21,0,0,0,0,0,0,27.71,-0.26,-9.99,-1.16,-0.01,0,0.01,46.5,-31.2,-16.2
35391,26.18,998.63,122.41,312.44,-1.12,-96.75,-0.07,10.12,-1.18,-0.07,10.12,-1.18,-0.07,10.12,-1.18,0,0,0,0,0,0,27.9,-0.21,-9.95,-1.21,-0.01,0,0.01,46.5,-31.2,-16.2
35437,26.18,998.64,122.34,312.44,-1.12,-96.75,-0.06,10.09,-1.24,-0.06,10.09,-1.24,-0.06,10.09,-1.24,0,0,0,0,0,0,27.76,-0.23,-9.96,-1.16,0,0.01,-0.01,47.1,-31.8,-19.5
35479,26.18,998.64,122.33,312.44,-1.12,-96.75,-0.16,10.11,-1.27,-0.16,10.11,-1.27,-0.16,10.11,-1.27,0,0,0,0,0,0,27.71,-0.15,-10,-1.25,0,0.01,0,47.1,-31.8,-19.5
35529,26.18,998.64,122.34,312.5,-1.19,-96.75,-0.24,10.13,-1.2,-0.27,10.12,-1.16,-0.27,10.12,-1.16,0,0,0,0,0,0,27.61,0,-9.99,-1.16,0,0,0,47.1,-30.6,-21.75
35571,26.18,998.65,122.29,312.5,-1.19,-96.75,-0.34,10.1,-1.19,-0.34,10.1,-1.19,-0.34,10.1,-1.19,0,0,0,0,0,0,27.61,0.02,-9.96,-1.17,0,0,0.01,47.1,-30.6,-21.75
35614,26.18,998.64,122.32,312.5,-1.19,-96.75,-0.27,10.11,-1.16,-0.27,10.11,-1.16,-0.27,10.11,-1.16,0,0,0,0,0,0,27.9,-0.07,-9.99,-1.18,0,-0.01,0.01,49.2,-33.6,-21
35659,26.18,998.65,122.31,312.5,-1.19,-96.75,-0.25,10.08,-1.17,-0.25,10.08,-1.17,-0.23,10.09,-1.14,0,0,0,0,0,0,27.95,-0.1,-9.99,-1.17,0,-0.02,0.01,49.2,-33.6,-21
35700,26.18,998.65,122.29,312.5,-1.19,-96.75,-0.11,10.11,-1.23,-0.11,10.11,-1.23,-0.11,10.11,-1.23,0,0,0,0,0,0,27.9,-0.27,-9.92,-1.25,-0.01,0,0.01,48.9,-35.55,-18.45
35750,26.18,998.64,122.35,312.44,-1.19,-96.75,-0.08,10.08,-1.2,-0.08,10.08,-1.2,-0.08,10.08,-1.2,0,0,0,0,0,0,28.09,-0.27,-9.92,-1.2,0,0,0.01,48.9,-35.55,-18.45
35791,26.18,998.64,122.35,312.44,-1.19,-96.75,-0.1,10.1,-1.19,-0.1,10.1,-1.19,-0.1,10.1,-1.19,0,0,0,0,0,0,27.71,-0.2,-9.97,-1.18,0,0.01,0,48.9,-35.55,-18.45
35839,26.18,998.63,122.44,312.5,-1.19,-96.75,-0.15,10.08,-1.23,-0.15,10.08,-1.23,-0.17,10.08,-1.22,0,0,0,0,0,0,27.71,-0.13,-10.01,-1.19,0,0.01,0,48.9,-37.05,-18.45
35881,26.18,998.63,122.48,312.5,-1.19,-96.75,-0.29,10.11,-1.17,-0.29,10.11,-1.17,-0.29,10.11,-1.17,0,0,0,0,0,0,28.24,0.04,-10,-1.18,0,0.01,0,48.9,-37.05,-18.45
35930,26.18,998.63,122.44,312.5,-1.19,-96.75,-0.31,10.13,-1.16,-0.31,10.13,-1.16,-0.31,10.13,-1.16,0,0,0,0,0,0,27.9,-0.01,-9.98,-1.14,-0.01,-0.01,0.01,48.6,-36.75,-18
35972,26.18,998.64,122.37,312.5,-1.19,-96.75,-0.29,10.11,-1.24,-0.29,10.11,-1.24,-0.29,10.11,-1.24,0,0,0,0,0,0,27.76,-0.07,-9.97,-1.2,0,-0.01,0.02,48.6,-36.75,-18
36014,26.18,998.64,122.38,312.5,-1.19,-96.75,-0.2,10.11,-1.21,-0.2,10.11,-1.21,-0.2,10.11,-1.21,0,0,0,0,0,0,27.85,-0.18,-9.99,-1.15,0,-0.01,0.01,48,-36.75,-18.75
36060,26.18,998.62,122.52,312.44,-1.19,-96.75,-0.13,10.1,-1.2,-0.13,10.1,-1.2,-0.11,10.1,-1.2,0,0,0,0,0,0,27.95,-0.23,-9.98,-1.09,-0.01,-0.01,0.01,48,-36.75,-18.75
36102,26.18,998.62,122.53,312.44,-1.19,-96.75,-0.06,10.12,-1.24,-0.06,10.12,-1.24,-0.06,10.12,-1.24,0,0,0,0,0,0,27.61,-0.19,-9.98,-1.23,0,0,0,49.35,-37.2,-18.75
36154,26.18,998.62,122.53,312.44,-1.19,-96.75,-0.12,10.1,-1.19,-0.12,10.1,-1.19,-0.12,10.1,-1.19,0,0,0,0,0,0,27.85,-0.14,-9.96,-1.2,0,0.01,0,49.35,-37.2,-18.75
36196,26.18,998.62,122.55,312.5,-1.19,-96.75,-0.21,10.1,-1.16,-0.21,10.1,-1.16,-0.21,10.1,-1.16,0,0,0,0,0,0,27.71,-0.08,-9.99,-1.13,0,0.01,0,49.35,-37.2,-18.75
36241,26.17,998.61,122.57,312.5,-1.19,-96.75,-0.25,10.11,-1.21,-0.25,10.09,-1.2,-0.25,10.09,-1.2,0,0,0,0,0,0,27.76,-0.02,-10.03,-1.18,-0.01,0,0,49.35,-37.2,-19.8
36283,26.17,998.61,122.57,312.5,-1.19,-96.75,-0.37,10.1,-1.19,-0.37,10.1,-1.19,-0.37,10.1,-1.19,0,0,0,0,0,0,27.9,0.05,-9.98,-1.16,0,-0.01,0.01,49.35,-37.2,-19.8
36323,26.17,998.62,122.52,312.5,-1.19,-96.75,-0.23,10.13,-1.24,-0.23,10.13,-1.24,-0.23,10.13,-1.24,0,0,0,0,0,0,27.85,-0.09,-9.92,-1.2,0,0,0.01,51.15,-37.95,-21.45
36372,26.18,998.62,122.51,312.5,-1.19,-96.75,-0.22,10.1,-1.24,-0.22,10.1,-1.24,-0.22,10.1,-1.24,0,0,0,0,0,0,27.76,-0.2,-9.98,-1.21,0,-0.02,0.01,51.15,-37.95,-21.45
36413,26.18,998.63,122.43,312.5,-1.19,-96.75,-0.06,10.1,-1.16,-0.06,10.1,-1.16,-0.06,10.1,-1.16,0,0,0,0,0,0,27.9,-0.26,-9.95,-1.24,0,0,0,50.85,-35.7,-22.2
36461,26.18,998.63,122.42,312.5,-1.19,-96.75,-0.12,10.12,-1.2,-0.12,10.12,-1.2,-0.08,10.11,-1.19,0,0,0,0,0,0,27.85,-0.27,-9.98,-1.15,0,0,0,50.85,-35.7,-22.2
36503,26.18,998.63,122.45,312.5,-1.19,-96.75,-0.1,10.11,-1.16,-0.1,10.11,-1.16,-0.1,10.11,-1.16,0,0,0,0,0,0,27.61,-0.1,-10.02,-1.18,0,0.01,0,51.15,-37.5,-22.2
36552,26.18,998.64,122.38,312.5,-1.19,-96.75,-0.15,10.11,-1.2,-0.17,10.11,-1.15,-0.17,10.11,-1.15,0,0,0,0,0,0,27.71,-0.14,-9.96,-1.1,-0.01,0.01,-0.01,51.15,-37.5,-22.2
36594,26.17,998.64,122.39,312.5,-1.19,-96.75,-0.32,10.09,-1.19,-0.32,10.09,-1.19,-0.32,10.09,-1.19,0,0,0,0,0,0,27.76,-0.06,-9.99,-1.17,0,0.01,0,51.15,-37.5,-22.2
36637,26.17,998.63,122.43,312.5,-1.19,-96.75,-0.27,10.08,-1.19,-0.27,10.08,-1.19,-0.27,10.08,-1.19,0,0,0,0,0,0,27.61,0.22,-9.96,-1.03,0,-0.01,0.01,53.85,-38.1,-23.4
36682,26.18,998.63,122.41,312.5,-1.19,-96.75,-0.27,10.1,-1.2,-0.27,10.1,-1.2,-0.1,10.09,-1.29,0,0,0,0,0,0,27.76,-0.33,-9.96,-1.38,-0.01,-0.02,0.01,53.85,-38.1,-23.4
36724,26.18,998.64,122.39,312.44,-1.19,-96.75,-0.32,10.13,-1.16,-0.32,10.13,-1.16,-0.32,10.13,-1.16,0,0,0,0,0,0,27.76,-0.11,-9.94,-1.28,-0.01,-0.04,0.02,51.75,-38.1,-23.4
36773,26.18,998.63,122.43,312.37,-1.19,-96.75,0.03,10.12,-1.24,0.03,10.12,-1.24,0.03,10.12,-1.24,0,0,0,0,0,0,27.9,-0.32,-9.93,-1.11,0,-0.01,0.01,51.75,-38.1,-23.4
36815,26.17,998.63,122.42,312.37,-1.19,-96.75,-0.08,10.11,-1.34,-0.08,10.11,-1.34,-0.08,10.11,-1.34,0,0,0,0,0,0,27.85,-0.26,-9.99,-1.16,0,-0.01,0,52.05,-37.8,-24.45
36859,26.17,998.63,122.43,312.37,-1.12,-96.75,-0.1,10.1,-1.07,-0.1,10.1,-1.07,-0.1,10.1,-1.07,0,0,0,0,0,0,27.9,-0.12,-10.01,-1.19,0,0.01,0,52.05,-37.8,-24.45
36902,26.18,998.63,122.42,312.37,-1.12,-96.75,-0.29,10.11,-1.17,-0.29,10.11,-1.17,-0.27,10.12,-1.1,0,0,0,0,0,0,27.95,-0.04,-10.01,-1.08,-0.01,0,0,52.05,-37.8,-24.45
36944,26.18,998.64,122.33,312.37,-1.12,-96.75,-0.28,10.1,-1.21,-0.28,10.1,-1.21,-0.28,10.1,-1.21,0,0,0,0,0,0,27.71,0.06,-9.98,-1.18,0,0,0.01,51.15,-38.25,-23.7
36994,26.18,998.64,122.36,312.37,-1.19,-96.75,-0.27,10.1,-1.2,-0.27,10.1,-1.2,-0.27,10.1,-1.2,0,0,0,0,0,0,27.9,-0.03,-10.04,-1.21,-0.01,-0.02,0.02,51.15,-38.25,-23.7
37035,26.18,998.64,122.33,312.37,-1.19,-96.75,-0.24,10.09,-1.26,-0.24,10.09,-1.26,-0.24,10.09,-1.26,0,0,0,0,0,0,27.85,-0.07,-9.99,-1.22,0,-0.01,0.02,53.7,-38.7,-23.25
37082,26.18,998.64,122.37,312.31,-1.12,-96.75,-0.11,10.12,-1.28,-0.11,10.12,-1.28,-0.11,10.12,-1.28,0,0,0,0,0,0,27.85,-0.24,-10.01,-1.25,0,-0.02,0.01,53.7,-38.7,-23.25
37124,26.18,998.64,122.38,312.25,-1.12,-96.75,-0.09,10.08,-1.24,-0.09,10.08,-1.24,-0.09,10.08,-1.24,0,0,0,0,0,0,27.9,-0.22,-9.99,-1.15,0,0,0.01,51.75,-39.6,-24.15
37174,26.18,998.64,122.38,312.25,-1.12,-96.75,-0.02,10.11,-1.26,-0.04,10.12,-1.25,-0.04,10.12,-1.25,0,0,0,0,0,0,27.57,-0.24,-9.99,-1.18,0,0.01,-0.01,51.75,-39.6,-24.15
37215,26.17,998.64,122.38,312.25,-1.12,-96.75,-0.13,10.13,-1.26,-0.13,10.13,-1.26,-0.13,10.13,-1.26,0,0,0,0,0,0,27.61,-0.13,-10.02,-1.18,0,0.01,0,52.5,-36.3,-24.9
