time [ms], BMP temp [degC], BMP pres [mbar], BMP alt [m], BNO x [deg], BNO y [deg], BNO z [deg], BNO xa [m/s^2], BNO ya [], BNO za [], BNO xg [rad/s], BNO yg [], BNO zg [], BNO xm [uT], BNO ym [], BNO zm [], GPS lat [deg.min], GPS lon [deg.min], GPS speed [m/s], GPS angle [deg], GPS alt [m], GPS sat [#], ICM temp [degC], ICM accel x [m/s^2], ICM accel y [m/s^2], ICM accel z [m/s^2], ICM gyro x [rad/s], ICM gyro y [rad/s], ICM gyro z [rad/s], ICM mag x [], ICM mag y [], ICM mag z []
58991, 13.55, 990.03, 195.10, 307.25, -64.50, 17.25, -8.85, -1.37, 3.99, -8.85, -1.37, 3.99, -8.85, -1.37, 3.99, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.02, 9.02, -0.27, 3.84, 0.01, 0.00, 0.00, -52.20, 27.45, -25.80
59037, 13.55, 990.04, 195.07, 307.25, -64.50, 17.25, -8.85, -1.35, 3.97, -8.85, -1.35, 3.97, -8.85, -1.35, 3.97, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.02, 8.98, -0.28, 3.81, 0.01, 0.00, 0.00, -52.20, 27.45, -25.80
59087, 13.55, 990.04, 195.06, 307.25, -64.50, 17.25, -8.86, -1.36, 3.97, -8.86, -1.36, 3.97, -8.86, -1.36, 3.97, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.02, 9.05, -0.26, 3.80, 0.01, 0.01, -0.00, -52.20, 27.45, -25.80
59132, 13.55, 990.04, 195.09, 307.25, -64.50, 17.25, -8.86, -1.35, 3.98, -8.86, -1.35, 3.98, -8.86, -1.35, 3.98, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.12, 9.05, -0.27, 3.85, 0.01, 0.01, -0.00, -52.20, 27.45, -25.80
59178, 13.54, 990.04, 195.03, 307.25, -64.50, 17.25, -8.86, -1.36, 3.99, -8.86, -1.36, 3.99, -8.86, -1.36, 3.99, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 211.73, 9.03, -0.29, 3.81, 0.01, 0.01, 0.00, -51.90, 27.90, -25.35
59225, 13.54, 990.04, 195.02, 307.25, -64.50, 17.25, -8.86, -1.35, 3.97, -8.86, -1.35, 3.97, -8.86, -1.35, 3.97, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 211.78, 9.00, -0.30, 3.78, 0.00, 0.00, -0.00, -51.90, 27.90, -25.35
59268, 13.54, 990.05, 194.95, 307.25, -64.50, 17.25, -8.85, -1.34, 3.98, -8.85, -1.34, 3.98, -8.85, -1.34, 3.98, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 211.88, 9.04, -0.23, 3.83, 0.01, 0.01, 0.00, -51.90, 27.90, -25.35
59319, 13.54, 990.05, 194.98, 307.25, -64.50, 17.25, -8.86, -1.35, 3.99, -8.86, -1.35, 3.99, -8.86, -1.35, 3.99, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 211.73, 9.02, -0.21, 3.78, 0.01, 0.01, 0.00, -51.90, 27.90, -25.35
59365, 13.54, 990.04, 195.03, 307.25, -64.50, 17.25, -8.85, -1.33, 3.96, -8.85, -1.33, 3.96, -8.85, -1.33, 3.96, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 211.88, 9.07, -0.28, 3.80, 0.01, 0.00, 0.00, -52.80, 27.90, -25.35
59414, 13.54, 990.04, 195.06, 307.25, -64.50, 17.25, -8.86, -1.36, 3.96, -8.86, -1.36, 3.96, -8.86, -1.36, 3.96, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.02, 9.02, -0.29, 3.79, 0.00, 0.01, 0.00, -52.80, 27.30, -25.20
59459, 13.53, 990.03, 195.12, 307.25, -64.50, 17.25, -8.85, -1.34, 4.00, -8.86, -1.36, 3.99, -8.86, -1.36, 3.99, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 211.78, 9.02, -0.25, 3.74, 0.01, 0.01, 0.00, -52.80, 27.30, -25.20
59504, 13.53, 990.04, 195.09, 307.25, -64.50, 17.25, -8.86, -1.35, 3.98, -8.86, -1.35, 3.98, -8.86, -1.35, 3.98, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.12, 9.07, -0.28, 3.81, 0.01, 0.01, 0.00, -52.80, 27.30, -25.20
59558, 13.53, 990.04, 195.09, 307.25, -64.50, 17.25, -8.84, -1.35, 3.99, -8.84, -1.35, 3.99, -8.85, -1.36, 3.96, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 211.92, 9.00, -0.28, 3.78, 0.01, 0.01, 0.00, -52.80, 27.30, -25.20
59604, 13.53, 990.04, 195.06, 307.25, -64.50, 17.25, -8.86, -1.34, 4.00, -8.86, -1.34, 4.00, -8.86, -1.34, 4.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 211.68, 9.00, -0.24, 3.83, 0.01, 0.01, -0.00, -52.80, 28.50, -26.70
59650, 13.53, 990.05, 194.99, 307.25, -64.50, 17.25, -8.85, -1.38, 3.97, -8.85, -1.38, 3.97, -8.85, -1.38, 3.97, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.02, 9.06, -0.25, 3.79, 0.01, 0.00, 0.00, -52.80, 28.50, -26.70
59696, 13.52, 990.05, 194.96, 307.25, -64.50, 17.25, -8.83, -1.36, 3.98, -8.83, -1.36, 3.98, -8.83, -1.36, 3.98, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 211.88, 9.05, -0.30, 3.85, 0.01, 0.01, 0.00, -52.80, 28.50, -26.70
59750, 13.52, 990.06, 194.93, 307.25, -64.50, 17.25, -8.85, -1.35, 4.00, -8.84, -1.35, 3.98, -8.84, -1.35, 3.98, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 211.73, 9.04, -0.27, 3.83, 0.01, 0.01, 0.00, -52.80, 28.50, -26.70
59801, 13.52, 990.05, 194.95, 307.25, -64.50, 17.25, -8.86, -1.34, 3.99, -8.86, -1.34, 3.99, -8.86, -1.34, 3.99, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.02, 8.98, -0.29, 3.82, 0.01, 0.01, 0.00, -52.65, 28.20, -26.10
59845, 13.52, 990.05, 195.00, 307.25, -64.50, 17.25, -8.86, -1.35, 3.99, -8.86, -1.35, 3.99, -8.86, -1.35, 3.99, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.02, 9.02, -0.27, 3.80, 0.01, 0.00, -0.00, -52.65, 28.20, -26.10
59892, 13.51, 990.05, 194.96, 307.25, -64.50, 17.25, -8.85, -1.35, 4.00, -8.85, -1.35, 4.00, -8.85, -1.35, 4.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 211.78, 9.07, -0.26, 3.81, 0.01, 0.01, 0.00, -52.65, 28.20, -26.10
59935, 13.51, 990.05, 194.93, 307.25, -64.50, 17.25, -8.86, -1.36, 3.97, -8.86, -1.36, 3.97, -8.86, -1.36, 3.97, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 211.78, 9.02, -0.28, 3.81, 0.00, 0.01, 0.00, -52.65, 28.20, -26.10
59985, 13.51, 990.05, 194.95, 307.25, -64.50, 17.25, -8.85, -1.38, 3.97, -8.85, -1.38, 3.97, -8.85, -1.38, 3.97, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 211.88, 8.98, -0.26, 3.80, 0.00, 0.01, 0.00, -52.95, 27.90, -26.10
60031, 13.51, 990.06, 194.92, 307.25, -64.50, 17.25, -8.85, -1.35, 3.98, -8.85, -1.35, 3.98, -8.86, -1.34, 3.99, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 211.59, 8.97, -0.34, 3.80, 0.00, 0.00, 0.00, -52.95, 27.90, -26.10
60077, 13.51, 990.05, 194.96, 307.25, -64.50, 17.25, -8.85, -1.34, 3.98, -8.85, -1.34, 3.98, -8.85, -1.34, 3.98, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 211.78, 9.01, -0.35, 3.84, 0.01, 0.01, -0.00, -52.95, 27.90, -26.10
60123, 13.51, 990.05, 194.98, 307.25, -64.50, 17.25, -8.85, -1.34, 3.98, -8.85, -1.34, 3.98, -8.85, -1.34, 3.98, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 211.88, 9.03, -0.31, 3.82, 0.01, 0.01, 0.00, -52.95, 27.90, -26.10
60170, 13.51, 990.05, 194.95, 307.25, -64.50, 17.25, -8.85, -1.34, 3.96, -8.85, -1.34, 3.96, -8.85, -1.34, 3.96, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 211.92, 8.96, -0.24, 3.86, 0.01, 0.01, 0.00, -50.40, 27.90, -27.60
60223, 13.51, 990.05, 194.93, 307.25, -64.50, 17.25, -8.85, -1.36, 3.95, -8.85, -1.35, 3.99, -8.85, -1.35, 3.99, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.07, 9.06, -0.23, 3.82, 0.01, 0.01, 0.00, -50.40, 27.90, -27.60
60269, 13.51, 990.06, 194.93, 307.25, -64.50, 17.25, -8.84, -1.34, 3.98, -8.84, -1.34, 3.98, -8.84, -1.34, 3.98, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.02, 9.01, -0.30, 3.78, 0.01, 0.01, 0.00, -50.40, 27.90, -27.60
60315, 13.51, 990.05, 194.97, 307.25, -64.50, 17.25, -8.85, -1.35, 3.97, -8.85, -1.35, 3.97, -8.85, -1.35, 3.97, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.02, 9.02, -0.29, 3.83, 0.01, 0.01, 0.00, -50.40, 27.90, -27.60
60362, 13.50, 990.06, 194.92, 307.25, -64.50, 17.25, -8.83, -1.36, 3.99, -8.83, -1.36, 3.99, -8.83, -1.36, 3.99, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 211.92, 9.06, -0.23, 3.80, 0.01, 0.01, -0.00, -50.40, 27.90, -27.60
60405, 13.50, 990.06, 194.87, 307.25, -64.50, 17.25, -8.85, -1.33, 3.98, -8.85, -1.33, 3.98, -8.85, -1.33, 3.98, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.02, 8.99, -0.28, 3.82, 0.00, 0.01, 0.00, -51.90, 27.45, -25.05
60456, 13.50, 990.06, 194.87, 307.25, -64.50, 17.25, -8.85, -1.35, 3.97, -8.85, -1.35, 3.97, -8.85, -1.35, 3.97, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 211.92, 9.00, -0.27, 3.79, 0.01, 0.01, -0.00, -51.90, 27.45, -25.05
60502, 13.50, 990.06, 194.90, 307.25, -64.50, 17.25, -8.85, -1.34, 3.99, -8.85, -1.34, 3.99, -8.85, -1.34, 3.99, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 211.92, 9.01, -0.26, 3.74, 0.01, 0.01, 0.00, -51.90, 27.45, -25.05
60549, 13.50, 990.05, 194.96, 307.25, -64.50, 17.25, -8.86, -1.35, 4.00, -8.86, -1.35, 4.00, -8.86, -1.35, 4.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 211.92, 8.97, -0.26, 3.82, 0.01, 0.01, 0.00, -51.90, 27.45, -25.05
60594, 13.50, 990.05, 194.97, 307.25, -64.50, 17.25, -8.85, -1.34, 3.99, -8.85, -1.34, 3.99, -8.86, -1.33, 3.99, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 211.73, 9.02, -0.25, 3.84, 0.01, 0.00, 0.00, -52.95, 27.90, -26.10
60638, 13.50, 990.06, 194.88, 307.25, -64.50, 17.25, -8.85, -1.35, 3.96, -8.85, -1.35, 3.96, -8.85, -1.35, 3.96, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 211.88, 9.02, -0.26, 3.84, 0.01, 0.01, 0.00, -52.95, 27.90, -26.10
60688, 13.50, 990.06, 194.86, 307.25, -64.50, 17.25, -8.86, -1.36, 3.99, -8.86, -1.36, 3.99, -8.86, -1.36, 3.99, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 211.88, 9.06, -0.31, 3.71, 0.01, 0.01, -0.00, -52.95, 27.90, -26.10
60735, 13.50, 990.06, 194.85, 307.25, -64.50, 17.25, -8.83, -1.34, 4.00, -8.83, -1.34, 4.00, -8.86, -1.33, 3.97, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.12, 9.00, -0.29, 3.78, 0.00, 0.00, 0.00, -52.95, 27.90, -26.10
60782, 13.50, 990.06, 194.87, 307.25, -64.50, 17.25, -8.85, -1.34, 3.97, -8.85, -1.34, 3.97, -8.85, -1.34, 3.97, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.02, 9.05, -0.30, 3.80, 0.01, 0.01, 0.00, -52.80, 29.25, -24.90
60827, 13.50, 990.06, 194.90, 307.25, -64.50, 17.25, -8.84, -1.34, 3.98, -8.84, -1.34, 3.98, -8.84, -1.34, 3.98, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 211.78, 9.02, -0.28, 3.77, 0.01, 0.01, 0.01, -52.80, 29.25, -24.90
60878, 13.50, 990.06, 194.91, 307.25, -64.50, 17.25, -8.86, -1.34, 3.96, -8.86, -1.34, 3.96, -8.86, -1.34, 3.96, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 211.88, 8.99, -0.31, 3.84, 0.01, 0.01, -0.00, -52.80, 29.25, -24.90
60925, 13.49, 990.07, 194.84, 307.25, -64.50, 17.25, -8.85, -1.33, 3.96, -8.85, -1.33, 3.96, -8.85, -1.33, 3.96, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.07, 8.97, -0.27, 3.79, 0.01, 0.01, -0.01, -52.80, 29.25, -24.90
60969, 13.49, 990.07, 194.80, 307.25, -64.50, 17.25, -8.85, -1.36, 3.95, -8.85, -1.36, 3.95, -8.85, -1.36, 3.95, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 211.59, 9.06, -0.23, 3.80, 0.01, 0.01, 0.00, -53.55, 28.50, -25.65
61018, 13.49, 990.06, 194.89, 307.25, -64.50, 17.25, -8.84, -1.35, 4.01, -8.86, -1.33, 3.97, -8.86, -1.33, 3.97, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 211.73, 9.01, -0.22, 3.82, 0.01, 0.01, -0.00, -53.55, 28.50, -25.65
61062, 13.49, 990.06, 194.92, 307.25, -64.50, 17.25, -8.83, -1.34, 4.02, -8.83, -1.34, 4.02, -8.83, -1.34, 4.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 211.92, 9.01, -0.30, 3.79, 0.01, 0.01, -0.00, -53.55, 28.50, -25.65
61113, 13.49, 990.05, 194.95, 307.25, -64.50, 17.25, -8.85, -1.34, 3.95, -8.85, -1.34, 3.95, -8.85, -1.34, 3.95, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 211.78, 9.04, -0.32, 3.76, 0.01, 0.01, 0.00, -53.55, 28.50, -25.65
61158, 13.49, 990.06, 194.86, 307.25, -64.50, 17.25, -8.84, -1.34, 4.00, -8.84, -1.35, 3.97, -8.84, -1.35, 3.97, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 211.73, 9.03, -0.25, 3.83, 0.01, 0.01, -0.00, -53.55, 28.50, -25.65
61205, 13.49, 990.06, 194.88, 307.25, -64.50, 17.25, -8.84, -1.34, 4.01, -8.84, -1.34, 4.01, -8.84, -1.34, 4.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 211.78, 9.03, -0.23, 3.84, 0.01, 0.01, -0.00, -54.00, 28.65, -25.35
61250, 13.49, 990.06, 194.92, 307.25, -64.50, 17.25, -8.85, -1.36, 4.01, -8.85, -1.36, 4.01, -8.85, -1.36, 4.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 211.88, 9.07, -0.28, 3.82, 0.00, 0.00, 0.00, -54.00, 28.65, -25.35
61294, 13.49, 990.05, 194.99, 307.25, -64.50, 17.25, -8.83, -1.34, 3.99, -8.83, -1.34, 3.99, -8.83, -1.34, 3.99, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 211.78, 8.97, -0.31, 3.80, 0.01, 0.01, -0.00, -54.00, 28.65, -25.35
61344, 13.49, 990.05, 194.95, 307.25, -64.50, 17.25, -8.83, -1.35, 4.00, -8.83, -1.35, 4.00, -8.83, -1.35, 4.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 211.78, 8.97, -0.23, 3.75, 0.01, 0.01, 0.00, -54.00, 28.65, -25.35
61390, 13.49, 990.05, 195.01, 307.25, -64.50, 17.25, -8.84, -1.34, 3.98, -8.84, -1.34, 3.98, -8.84, -1.34, 3.98, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.02, 9.00, -0.27, 3.74, 0.01, 0.01, 0.00, -53.10, 28.80, -25.95
61438, 13.49, 990.05, 195.00, 307.25, -64.50, 17.25, -8.84, -1.34, 3.97, -8.84, -1.34, 3.97, -8.84, -1.34, 3.97, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 211.88, 9.04, -0.23, 3.85, 0.01, 0.01, -0.00, -53.10, 28.80, -25.95
61482, 13.48, 990.05, 195.01, 307.25, -64.50, 17.25, -8.85, -1.35, 3.99, -8.85, -1.35, 3.99, -8.85, -1.35, 3.99, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 211.88, 9.02, -0.35, 3.80, 0.01, 0.01, 0.00, -52.80, 27.30, -25.65
61528, 13.48, 990.05, 195.01, 307.25, -64.50, 17.25, -8.83, -1.33, 3.98, -8.83, -1.33, 3.98, -8.83, -1.33, 3.98, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 211.73, 9.03, -0.25, 3.77, 0.01, 0.01, 0.00, -52.80, 27.30, -25.65
61581, 13.48, 990.04, 195.08, 307.25, -64.50, 17.25, -8.82, -1.33, 3.98, -8.87, -1.34, 3.96, -8.87, -1.34, 3.96, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 211.88, 8.95, -0.29, 3.90, 0.01, 0.01, -0.00, -52.20, 28.20, -24.75
61624, 13.48, 990.04, 195.06, 307.25, -64.50, 17.25, -8.84, -1.36, 3.94, -8.84, -1.36, 3.94, -8.84, -1.36, 3.94, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 211.68, 9.04, -0.21, 3.78, 0.01, 0.01, 0.00, -52.20, 28.20, -24.75
61672, 13.48, 990.04, 195.08, 307.25, -64.50, 17.25, -8.83, -1.34, 3.99, -8.83, -1.34, 3.99, -8.83, -1.34, 3.99, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 211.73, 9.08, -0.22, 3.81, 0.01, 0.01, -0.00, -51.30, 27.00, -25.95
61716, 13.48, 990.03, 195.12, 307.25, -64.50, 17.25, -8.86, -1.35, 3.97, -8.86, -1.35, 3.97, -8.86, -1.35, 3.97, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.02, 9.03, -0.25, 3.83, 0.00, 0.01, -0.00, -51.30, 27.00, -25.95
61770, 13.48, 990.04, 195.09, 307.25, -64.50, 17.25, -8.84, -1.35, 4.00, -8.84, -1.35, 4.00, -8.84, -1.35, 4.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 211.73, 9.05, -0.24, 3.79, 0.01, 0.01, 0.00, -52.05, 28.50, -25.20
61813, 13.47, 990.04, 195.04, 307.25, -64.50, 17.25, -8.83, -1.34, 3.99, -8.83, -1.34, 3.99, -8.83, -1.34, 3.99, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 211.78, 9.02, -0.22, 3.83, 0.01, 0.01, -0.00, -52.05, 28.50, -25.20
61860, 13.47, 990.04, 195.10, 307.25, -64.50, 17.25, -8.86, -1.34, 3.99, -8.86, -1.34, 3.99, -8.86, -1.34, 3.99, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.02, 9.02, -0.24, 3.81, 0.01, 0.01, -0.00, -52.05, 28.50, -25.20
61905, 13.47, 990.04, 195.07, 307.25, -64.50, 17.25, -8.85, -1.34, 3.98, -8.85, -1.34, 3.98, -8.85, -1.34, 3.98, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 211.88, 9.02, -0.27, 3.83, 0.01, 0.00, -0.00, -51.90, 27.90, -25.80
61950, 13.47, 990.04, 195.04, 307.25, -64.50, 17.25, -8.88, -1.35, 3.99, -8.88, -1.35, 3.99, -8.88, -1.35, 3.99, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 211.59, 9.05, -0.29, 3.77, 0.01, 0.01, -0.00, -51.90, 27.90, -25.80
62002, 13.47, 990.05, 194.97, 307.25, -64.50, 17.25, -8.85, -1.33, 4.00, -8.85, -1.33, 4.00, -8.85, -1.33, 4.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 211.92, 9.07, -0.26, 3.80, 0.00, 0.01, -0.00, -52.95, 28.65, -25.05
62046, 13.46, 990.05, 194.95, 307.25, -64.50, 17.25, -8.85, -1.33, 3.98, -8.85, -1.33, 3.98, -8.85, -1.33, 3.98, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 211.92, 9.04, -0.26, 3.81, 0.01, 0.01, 0.00, -52.95, 28.65, -25.05
62093, 13.46, 990.05, 195.00, 307.25, -64.50, 17.25, -8.85, -1.37, 3.96, -8.85, -1.37, 3.96, -8.85, -1.37, 3.96, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 211.88, 8.99, -0.24, 3.83, 0.01, 0.01, 0.00, -51.90, 27.15, -25.05
62143, 13.46, 990.05, 194.99, 307.25, -64.50, 17.25, -8.84, -1.34, 3.98, -8.84, -1.34, 3.98, -8.84, -1.34, 3.98, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 211.73, 9.02, -0.25, 3.81, 0.01, 0.01, 0.00, -51.90, 27.15, -25.05
62186, 13.46, 990.05, 194.99, 307.25, -64.50, 17.25, -8.86, -1.34, 3.96, -8.86, -1.34, 3.96, -8.86, -1.34, 3.96, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.02, 9.00, -0.31, 3.82, 0.01, 0.01, 0.00, -52.65, 28.65, -25.80
62236, 13.46, 990.05, 194.99, 307.25, -64.50, 17.25, -8.86, -1.34, 4.00, -8.86, -1.34, 4.00, -8.86, -1.34, 4.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 211.73, 9.01, -0.23, 3.78, 0.01, 0.01, 0.00, -52.65, 28.65, -25.80
62282, 13.46, 990.05, 194.96, 307.25, -64.50, 17.25, -8.86, -1.36, 3.98, -8.86, -1.36, 3.98, -8.86, -1.36, 3.98, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 211.73, 9.03, -0.27, 3.81, 0.01, 0.01, -0.00, -51.60, 27.15, -26.10
62331, 13.45, 990.05, 194.96, 307.25, -64.50, 17.25, -8.85, -1.37, 3.96, -8.85, -1.37, 3.96, -8.85, -1.37, 3.96, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 211.68, 9.03, -0.30, 3.80, 0.01, 0.01, 0.00, -51.60, 27.15, -26.10
62376, 13.45, 990.06, 194.92, 307.25, -64.50, 17.25, -8.84, -1.34, 3.97, -8.85, -1.35, 3.98, -8.85, -1.35, 3.98, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 211.59, 9.05, -0.24, 3.76, 0.01, 0.01, -0.00, -52.50, 27.30, -26.25
62422, 13.45, 990.05, 194.96, 307.25, -64.50, 17.25, -8.84, -1.36, 4.00, -8.84, -1.36, 4.00, -8.84, -1.36, 4.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.02, 9.00, -0.24, 3.81, 0.01, 0.00, 0.00, -52.50, 27.30, -26.25
62475, 13.45, 990.05, 194.98, 307.25, -64.50, 17.25, -8.86, -1.34, 3.97, -8.86, -1.34, 3.97, -8.85, -1.35, 3.96, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 211.73, 9.07, -0.25, 3.86, 0.01, 0.01, -0.00, -52.80, 28.50, -25.65
62521, 13.45, 990.04, 195.02, 307.25, -64.50, 17.25, -8.83, -1.36, 3.99, -8.83, -1.36, 3.99, -8.83, -1.36, 3.99, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 211.59, 9.01, -0.27, 3.80, 0.01, 0.00, -0.00, -52.80, 28.50, -25.65
62567, 13.44, 990.04, 195.05, 307.25, -64.50, 17.25, -8.83, -1.33, 4.00, -8.83, -1.33, 4.00, -8.83, -1.33, 4.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 211.88, 9.05, -0.29, 3.84, 0.01, 0.01, 0.00, -52.20, 27.15, -25.65
62613, 13.44, 990.05, 194.97, 307.25, -64.50, 17.25, -8.86, -1.34, 3.99, -8.86, -1.34, 3.99, -8.86, -1.34, 3.99, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.02, 9.06, -0.22, 3.75, 0.01, 0.00, 0.00, -52.20, 27.15, -26.40
62658, 13.44, 990.05, 195.00, 307.25, -64.50, 17.25, -8.84, -1.36, 4.00, -8.84, -1.36, 4.00, -8.84, -1.36, 4.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.02, 9.06, -0.28, 3.82, 0.01, 0.01, 0.00, -52.20, 27.15, -26.40
62709, 13.44, 990.05, 195.00, 307.25, -64.50, 17.25, -8.85, -1.33, 3.99, -8.85, -1.33, 3.99, -8.85, -1.33, 3.99, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 211.54, 9.04, -0.27, 3.80, 0.01, 0.00, 0.00, -53.40, 27.90, -25.35
62752, 13.44, 990.05, 194.95, 307.25, -64.50, 17.25, -8.85, -1.34, 3.97, -8.85, -1.34, 3.97, -8.85, -1.34, 3.97, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 211.73, 9.01, -0.26, 3.75, 0.01, 0.01, -0.00, -53.40, 27.90, -25.35
62799, 13.44, 990.05, 194.99, 307.25, -64.50, 17.25, -8.86, -1.34, 3.99, -8.86, -1.34, 3.99, -8.86, -1.34, 3.99, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 211.78, 9.06, -0.25, 3.84, 0.01, 0.00, 0.00, -52.20, 27.90, -26.10
62845, 13.44, 990.05, 195.01, 307.25, -64.50, 17.25, -8.86, -1.35, 3.99, -8.86, -1.35, 3.99, -8.86, -1.35, 3.99, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 211.78, 9.06, -0.25, 3.77, 0.01, 0.01, 0.00, -52.20, 27.90, -26.10
62898, 13.44, 990.04, 195.04, 307.25, -64.50, 17.25, -8.86, -1.35, 3.96, -8.86, -1.35, 3.96, -8.85, -1.34, 3.98, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 211.78, 8.96, -0.31, 3.75, 0.01, 0.00, -0.00, -51.75, 28.50, -25.65
62941, 13.43, 990.03, 195.12, 307.25, -64.50, 17.25, -8.85, -1.35, 3.97, -8.85, -1.35, 3.97, -8.85, -1.35, 3.97, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 211.78, 8.99, -0.23, 3.82, 0.01, 0.01, -0.00, -51.75, 28.50, -25.65
62988, 13.43, 990.03, 195.15, 307.25, -64.50, 17.25, -8.85, -1.35, 3.95, -8.85, -1.35, 3.95, -8.84, -1.33, 3.99, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 211.73, 9.02, -0.27, 3.84, 0.00, 0.01, -0.00, -52.20, 27.90, -25.35
63034, 13.43, 990.03, 195.12, 307.25, -64.50, 17.25, -8.83, -1.36, 3.95, -8.83, -1.36, 3.95, -8.83, -1.36, 3.95, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 211.88, 9.04, -0.29, 3.79, 0.01, 0.00, 0.00, -52.20, 27.90, -25.35
