time [ms], BMP temp [degC], BMP pres [mbar], BMP alt [m], BNO x [deg], BNO y [deg], BNO z [deg], BNO xa [m/s^2], BNO ya [], BNO za [], BNO xg [rad/s], BNO yg [], BNO zg [], BNO xm [uT], BNO ym [], BNO zm [], GPS lat [deg.min], GPS lon [deg.min], GPS speed [m/s], GPS angle [deg], GPS alt [m], GPS sat [#], ICM temp [degC], ICM accel x [m/s^2], ICM accel y [m/s^2], ICM accel z [m/s^2], ICM gyro x [rad/s], ICM gyro y [rad/s], ICM gyro z [rad/s], ICM mag x [], ICM mag y [], ICM mag z []
574033, 9.93, 990.15, 194.14, 273.44, -64.56, 10.75, -8.82, -0.88, 4.13, -8.82, -0.88, 4.13, -8.82, -0.88, 4.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.23, 8.95, -0.49, 3.99, 0.01, 0.01, 0.00, -67.20, 18.75, -36.60
574084, 9.93, 990.14, 194.19, 273.44, -64.56, 10.75, -8.82, -0.90, 4.14, -8.82, -0.90, 4.14, -8.82, -0.90, 4.14, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.43, 8.97, -0.48, 4.00, 0.01, 0.00, -0.00, -67.20, 18.75, -36.60
574130, 9.93, 990.14, 194.18, 273.44, -64.56, 10.75, -8.83, -0.91, 4.12, -8.83, -0.91, 4.12, -8.82, -0.92, 4.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.33, 8.91, -0.47, 4.03, 0.00, 0.01, 0.00, -67.20, 18.75, -36.60
574178, 9.93, 990.15, 194.14, 273.44, -64.56, 10.75, -8.82, -0.91, 4.11, -8.82, -0.91, 4.11, -8.82, -0.91, 4.11, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.43, 8.98, -0.48, 3.98, 0.01, 0.01, -0.00, -67.20, 18.75, -36.60
574223, 9.93, 990.15, 194.15, 273.44, -64.56, 10.75, -8.81, -0.88, 4.13, -8.81, -0.88, 4.13, -8.81, -0.88, 4.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.38, 8.90, -0.46, 3.98, 0.00, 0.01, 0.00, -67.35, 18.15, -37.50
574269, 9.93, 990.14, 194.19, 273.44, -64.56, 10.75, -8.82, -0.89, 4.13, -8.82, -0.89, 4.13, -8.82, -0.89, 4.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.38, 8.97, -0.47, 3.96, 0.01, 0.00, 0.00, -67.35, 18.15, -37.50
574322, 9.93, 990.14, 194.17, 273.44, -64.56, 10.75, -8.82, -0.88, 4.14, -8.81, -0.89, 4.13, -8.81, -0.89, 4.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.38, 8.94, -0.45, 4.00, 0.01, 0.00, 0.00, -66.15, 18.30, -37.95
574368, 9.93, 990.14, 194.23, 273.44, -64.56, 10.75, -8.82, -0.91, 4.13, -8.82, -0.91, 4.13, -8.82, -0.91, 4.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.57, 8.96, -0.45, 4.01, 0.02, 0.00, 0.00, -66.15, 18.30, -37.95
574414, 9.93, 990.14, 194.23, 273.44, -64.56, 10.75, -8.81, -0.90, 4.13, -8.81, -0.90, 4.13, -8.81, -0.90, 4.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.38, 8.93, -0.45, 4.04, 0.01, 0.01, -0.00, -66.15, 18.30, -37.95
574459, 9.93, 990.14, 194.24, 273.44, -64.56, 10.75, -8.82, -0.91, 4.14, -8.82, -0.91, 4.14, -8.82, -0.91, 4.14, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.33, 8.94, -0.49, 3.97, 0.01, 0.01, 0.00, -66.15, 18.30, -37.95
574512, 9.93, 990.14, 194.18, 273.44, -64.56, 10.75, -8.81, -0.89, 4.13, -8.81, -0.89, 4.13, -8.82, -0.89, 4.15, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.33, 9.00, -0.47, 3.99, 0.01, 0.01, 0.00, -65.55, 17.40, -37.05
574556, 9.93, 990.15, 194.16, 273.44, -64.56, 10.75, -8.81, -0.89, 4.15, -8.81, -0.89, 4.15, -8.81, -0.89, 4.15, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.19, 8.94, -0.47, 4.01, 0.01, 0.00, -0.00, -65.55, 17.40, -37.05
574599, 9.93, 990.14, 194.23, 273.44, -64.56, 10.75, -8.80, -0.89, 4.13, -8.80, -0.89, 4.13, -8.80, -0.89, 4.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.04, 8.93, -0.53, 4.00, 0.01, 0.01, -0.00, -65.55, 17.40, -37.05
574645, 9.93, 990.13, 194.26, 273.44, -64.56, 10.75, -8.82, -0.91, 4.11, -8.82, -0.91, 4.11, -8.82, -0.91, 4.11, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.38, 8.94, -0.47, 3.98, 0.01, 0.01, -0.00, -67.35, 18.15, -37.50
574693, 9.93, 990.14, 194.25, 273.44, -64.56, 10.75, -8.82, -0.88, 4.13, -8.82, -0.88, 4.13, -8.82, -0.88, 4.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.38, 8.95, -0.47, 3.96, 0.01, 0.01, -0.00, -67.35, 18.15, -37.50
574745, 9.93, 990.13, 194.27, 273.44, -64.56, 10.75, -8.82, -0.89, 4.14, -8.82, -0.90, 4.15, -8.82, -0.90, 4.15, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 207.99, 8.94, -0.45, 3.97, 0.00, 0.01, 0.00, -66.15, 17.70, -38.25
574789, 9.93, 990.14, 194.24, 273.44, -64.56, 10.75, -8.82, -0.90, 4.13, -8.82, -0.90, 4.13, -8.82, -0.90, 4.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.19, 8.92, -0.47, 4.00, 0.01, 0.01, -0.00, -66.15, 17.70, -38.25
574835, 9.93, 990.14, 194.22, 273.44, -64.56, 10.75, -8.81, -0.89, 4.11, -8.83, -0.89, 4.12, -8.83, -0.89, 4.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.38, 8.88, -0.50, 3.97, 0.01, 0.01, -0.00, -66.90, 19.05, -36.90
574884, 9.93, 990.14, 194.21, 273.44, -64.56, 10.75, -8.82, -0.90, 4.11, -8.82, -0.90, 4.11, -8.82, -0.89, 4.11, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.38, 8.98, -0.44, 3.98, 0.00, 0.01, -0.00, -66.90, 19.05, -36.90
574927, 9.93, 990.14, 194.20, 273.44, -64.56, 10.75, -8.81, -0.89, 4.13, -8.81, -0.89, 4.13, -8.81, -0.89, 4.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.76, 8.92, -0.49, 4.01, 0.01, 0.01, -0.00, -67.65, 17.70, -37.65
574978, 9.93, 990.14, 194.23, 273.44, -64.56, 10.75, -8.80, -0.90, 4.11, -8.80, -0.90, 4.11, -8.80, -0.90, 4.11, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.33, 8.92, -0.47, 4.01, 0.00, 0.00, -0.00, -67.65, 17.70, -37.65
575025, 9.93, 990.14, 194.18, 273.44, -64.56, 10.75, -8.81, -0.89, 4.13, -8.81, -0.89, 4.13, -8.81, -0.89, 4.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.23, 8.96, -0.49, 4.05, 0.01, 0.01, 0.00, -66.15, 18.00, -36.60
575073, 9.93, 990.14, 194.24, 273.44, -64.56, 10.75, -8.82, -0.91, 4.13, -8.82, -0.91, 4.13, -8.82, -0.91, 4.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.23, 8.90, -0.48, 3.97, 0.01, 0.01, 0.00, -66.15, 18.00, -36.60
575118, 9.93, 990.14, 194.25, 273.44, -64.56, 10.75, -8.82, -0.91, 4.13, -8.82, -0.91, 4.13, -8.82, -0.91, 4.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.19, 8.96, -0.48, 4.01, 0.01, 0.01, -0.00, -66.30, 17.40, -37.80
575164, 9.93, 990.13, 194.30, 273.44, -64.56, 10.75, -8.81, -0.88, 4.13, -8.81, -0.88, 4.13, -8.81, -0.88, 4.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.23, 8.95, -0.44, 3.99, 0.01, 0.01, 0.00, -66.30, 17.40, -37.80
575217, 9.93, 990.13, 194.33, 273.44, -64.56, 10.75, -8.81, -0.90, 4.15, -8.82, -0.88, 4.12, -8.82, -0.88, 4.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.23, 8.91, -0.49, 4.03, 0.01, 0.01, 0.00, -66.30, 17.40, -37.80
575260, 9.93, 990.12, 194.39, 273.44, -64.56, 10.75, -8.83, -0.90, 4.11, -8.83, -0.90, 4.11, -8.83, -0.90, 4.11, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.38, 8.98, -0.47, 4.05, 0.01, 0.00, -0.00, -66.30, 17.40, -37.80
575307, 9.93, 990.12, 194.40, 273.44, -64.56, 10.75, -8.82, -0.90, 4.16, -8.82, -0.90, 4.16, -8.82, -0.89, 4.15, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.43, 8.93, -0.48, 3.95, 0.01, 0.00, -0.00, -67.05, 17.10, -37.05
575351, 9.93, 990.12, 194.38, 273.44, -64.56, 10.75, -8.82, -0.91, 4.16, -8.82, -0.91, 4.16, -8.82, -0.91, 4.16, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.38, 8.93, -0.45, 3.98, 0.01, 0.00, 0.00, -67.05, 17.10, -37.05
575398, 9.93, 990.12, 194.35, 273.44, -64.56, 10.75, -8.80, -0.90, 4.13, -8.80, -0.90, 4.13, -8.80, -0.90, 4.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.38, 8.94, -0.48, 3.99, 0.01, 0.01, -0.00, -67.05, 17.10, -37.05
575451, 9.93, 990.12, 194.35, 273.44, -64.56, 10.75, -8.80, -0.90, 4.16, -8.80, -0.90, 4.16, -8.80, -0.90, 4.16, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.43, 8.94, -0.52, 3.98, 0.01, 0.01, -0.00, -65.25, 17.10, -36.45
575496, 9.93, 990.12, 194.34, 273.44, -64.56, 10.75, -8.82, -0.90, 4.13, -8.82, -0.90, 4.13, -8.82, -0.90, 4.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.09, 8.98, -0.48, 4.01, 0.01, 0.01, 0.00, -65.25, 17.10, -36.45
575542, 9.93, 990.13, 194.32, 273.44, -64.56, 10.75, -8.84, -0.91, 4.12, -8.84, -0.91, 4.12, -8.84, -0.91, 4.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.23, 8.92, -0.49, 4.02, 0.01, 0.01, 0.00, -65.25, 17.10, -36.45
575588, 9.93, 990.13, 194.32, 273.44, -64.56, 10.75, -8.82, -0.89, 4.13, -8.82, -0.89, 4.13, -8.82, -0.89, 4.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.33, 8.93, -0.47, 3.98, 0.01, 0.00, -0.00, -65.25, 17.10, -36.45
575641, 9.93, 990.13, 194.31, 273.44, -64.56, 10.75, -8.81, -0.91, 4.11, -8.81, -0.89, 4.12, -8.81, -0.89, 4.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.09, 9.00, -0.49, 4.01, 0.01, 0.01, 0.00, -66.15, 17.70, -36.60
575687, 9.93, 990.12, 194.35, 273.44, -64.56, 10.75, -8.81, -0.89, 4.11, -8.81, -0.89, 4.11, -8.81, -0.89, 4.11, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.38, 8.93, -0.53, 4.00, 0.01, 0.01, -0.00, -66.15, 17.70, -36.60
575732, 9.93, 990.12, 194.38, 273.44, -64.56, 10.75, -8.81, -0.91, 4.11, -8.81, -0.91, 4.11, -8.81, -0.91, 4.11, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.43, 8.94, -0.54, 4.02, 0.01, 0.01, -0.00, -66.00, 17.40, -37.05
575781, 9.93, 990.13, 194.30, 273.44, -64.56, 10.75, -8.83, -0.90, 4.15, -8.83, -0.90, 4.15, -8.82, -0.90, 4.14, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.57, 8.97, -0.47, 3.99, 0.01, 0.01, 0.00, -66.00, 17.40, -37.05
575826, 9.93, 990.13, 194.33, 273.44, -64.56, 10.75, -8.82, -0.90, 4.13, -8.82, -0.90, 4.13, -8.82, -0.90, 4.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.38, 8.97, -0.45, 3.99, 0.01, 0.00, 0.00, -66.45, 18.30, -37.20
575878, 9.93, 990.12, 194.34, 273.44, -64.56, 10.75, -8.82, -0.88, 4.13, -8.82, -0.88, 4.13, -8.82, -0.88, 4.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.38, 8.91, -0.51, 3.97, 0.01, 0.01, -0.00, -66.45, 18.30, -37.20
575923, 9.93, 990.13, 194.25, 273.44, -64.56, 10.75, -8.82, -0.90, 4.14, -8.81, -0.90, 4.13, -8.81, -0.90, 4.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.38, 8.96, -0.50, 4.00, 0.01, 0.01, 0.00, -67.35, 18.90, -36.75
575971, 9.93, 990.13, 194.30, 273.44, -64.56, 10.75, -8.81, -0.89, 4.14, -8.81, -0.89, 4.14, -8.81, -0.89, 4.14, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.38, 8.92, -0.47, 3.99, 0.01, 0.01, -0.01, -67.35, 18.90, -36.75
576016, 9.92, 990.13, 194.32, 273.44, -64.56, 10.75, -8.81, -0.90, 4.16, -8.81, -0.90, 4.16, -8.81, -0.90, 4.16, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.38, 8.95, -0.47, 3.99, 0.01, 0.01, -0.00, -67.35, 18.90, -36.75
576059, 9.92, 990.12, 194.39, 273.44, -64.56, 10.75, -8.81, -0.89, 4.14, -8.81, -0.89, 4.14, -8.81, -0.89, 4.14, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.38, 8.95, -0.45, 3.98, 0.01, 0.01, 0.00, -67.35, 18.90, -36.75
576110, 9.92, 990.12, 194.35, 273.44, -64.56, 10.75, -8.82, -0.90, 4.16, -8.82, -0.90, 4.16, -8.82, -0.90, 4.16, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.38, 8.89, -0.46, 4.04, 0.01, 0.01, 0.00, -67.95, 19.80, -37.65
576155, 9.92, 990.12, 194.35, 273.44, -64.56, 10.75, -8.82, -0.89, 4.13, -8.82, -0.89, 4.13, -8.82, -0.89, 4.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.52, 8.95, -0.52, 3.98, 0.01, 0.01, 0.00, -67.95, 19.80, -37.65
576204, 9.92, 990.12, 194.34, 273.44, -64.56, 10.75, -8.82, -0.91, 4.14, -8.82, -0.91, 4.14, -8.81, -0.91, 4.14, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.38, 8.99, -0.47, 4.00, 0.01, 0.00, 0.01, -67.95, 19.80, -37.65
576247, 9.92, 990.13, 194.26, 273.44, -64.56, 10.75, -8.82, -0.91, 4.14, -8.82, -0.91, 4.14, -8.82, -0.91, 4.14, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.23, 8.91, -0.48, 3.98, 0.01, 0.01, 0.00, -66.45, 16.20, -37.65
576294, 9.93, 990.13, 194.29, 273.44, -64.56, 10.75, -8.81, -0.89, 4.11, -8.81, -0.89, 4.11, -8.82, -0.91, 4.15, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.52, 8.91, -0.49, 4.00, 0.01, 0.01, 0.00, -66.45, 16.20, -37.65
576346, 9.93, 990.13, 194.33, 273.44, -64.56, 10.75, -8.81, -0.91, 4.14, -8.81, -0.91, 4.14, -8.81, -0.91, 4.14, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.23, 8.94, -0.45, 3.99, 0.00, 0.00, -0.00, -66.45, 16.20, -37.65
576390, 9.92, 990.13, 194.33, 273.44, -64.56, 10.75, -8.82, -0.91, 4.11, -8.82, -0.91, 4.11, -8.82, -0.91, 4.11, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.23, 8.93, -0.44, 3.98, 0.01, 0.01, -0.00, -66.45, 16.20, -37.65
576437, 9.92, 990.13, 194.32, 273.44, -64.56, 10.75, -8.80, -0.90, 4.11, -8.80, -0.90, 4.11, -8.80, -0.90, 4.11, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.62, 8.99, -0.49, 3.98, 0.01, 0.01, 0.00, -67.20, 17.25, -36.60
576484, 9.92, 990.13, 194.31, 273.44, -64.56, 10.75, -8.81, -0.88, 4.15, -8.81, -0.88, 4.15, -8.81, -0.88, 4.15, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.38, 8.96, -0.53, 3.99, 0.01, 0.01, -0.00, -67.20, 17.25, -36.60
576537, 9.92, 990.13, 194.31, 273.44, -64.56, 10.75, -8.82, -0.90, 4.15, -8.81, -0.90, 4.12, -8.81, -0.90, 4.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.19, 8.94, -0.51, 4.01, 0.01, 0.00, 0.00, -65.85, 17.25, -36.90
576580, 9.92, 990.13, 194.31, 273.44, -64.56, 10.75, -8.81, -0.89, 4.13, -8.81, -0.89, 4.13, -8.81, -0.89, 4.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.23, 8.94, -0.51, 4.00, 0.01, 0.01, 0.00, -65.85, 17.25, -36.90
576627, 9.92, 990.13, 194.29, 273.44, -64.56, 10.75, -8.81, -0.90, 4.15, -8.81, -0.90, 4.12, -8.81, -0.90, 4.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.23, 8.94, -0.41, 3.99, 0.00, 0.00, 0.00, -66.45, 16.50, -37.20
576676, 9.92, 990.13, 194.29, 273.44, -64.56, 10.75, -8.82, -0.89, 4.15, -8.82, -0.89, 4.15, -8.82, -0.89, 4.15, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.23, 8.92, -0.47, 3.99, 0.01, 0.00, 0.00, -66.45, 16.50, -37.20
576719, 9.92, 990.14, 194.23, 273.44, -64.56, 10.75, -8.80, -0.89, 4.13, -8.80, -0.89, 4.13, -8.80, -0.89, 4.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.38, 8.90, -0.47, 3.94, 0.01, 0.00, 0.00, -65.85, 18.00, -37.95
576770, 9.92, 990.13, 194.25, 273.44, -64.56, 10.75, -8.82, -0.90, 4.14, -8.82, -0.90, 4.14, -8.82, -0.90, 4.14, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.38, 8.97, -0.52, 3.98, 0.01, 0.00, 0.00, -65.85, 18.00, -37.95
576813, 9.92, 990.13, 194.26, 273.44, -64.56, 10.75, -8.82, -0.92, 4.13, -8.82, -0.92, 4.13, -8.82, -0.92, 4.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.23, 9.00, -0.51, 4.01, 0.01, 0.00, -0.00, -65.85, 18.00, -37.95
576859, 9.92, 990.13, 194.26, 273.44, -64.56, 10.75, -8.82, -0.90, 4.14, -8.80, -0.88, 4.14, -8.80, -0.88, 4.14, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.23, 8.94, -0.50, 3.97, 0.01, 0.00, 0.00, -65.85, 18.00, -37.95
576908, 9.92, 990.13, 194.27, 273.44, -64.56, 10.75, -8.81, -0.90, 4.11, -8.81, -0.90, 4.11, -8.81, -0.90, 4.11, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.23, 8.88, -0.53, 4.01, 0.01, 0.01, -0.00, -66.00, 17.85, -37.50
576953, 9.92, 990.13, 194.29, 273.44, -64.56, 10.75, -8.82, -0.89, 4.13, -8.82, -0.89, 4.13, -8.82, -0.89, 4.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.38, 8.89, -0.47, 3.96, 0.01, 0.01, -0.00, -66.00, 17.85, -37.50
577004, 9.92, 990.12, 194.36, 273.44, -64.56, 10.75, -8.81, -0.91, 4.13, -8.81, -0.91, 4.13, -8.81, -0.91, 4.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.38, 8.95, -0.50, 4.02, 0.01, 0.01, 0.00, -66.00, 17.85, -37.50
577050, 9.92, 990.13, 194.32, 273.44, -64.56, 10.75, -8.81, -0.90, 4.10, -8.82, -0.89, 4.12, -8.82, -0.89, 4.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.57, 8.93, -0.46, 3.94, 0.01, 0.00, 0.00, -66.45, 18.30, -37.20
577098, 9.92, 990.13, 194.29, 273.44, -64.56, 10.75, -8.80, -0.89, 4.11, -8.80, -0.89, 4.11, -8.80, -0.89, 4.11, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.62, 8.92, -0.50, 3.97, 0.01, 0.01, 0.00, -66.45, 18.30, -37.20
577142, 9.92, 990.12, 194.35, 273.44, -64.56, 10.75, -8.83, -0.90, 4.11, -8.83, -0.90, 4.11, -8.83, -0.90, 4.11, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.19, 8.95, -0.53, 4.01, 0.00, 0.00, -0.00, -66.45, 18.30, -37.20
577189, 9.92, 990.12, 194.34, 273.44, -64.56, 10.75, -8.81, -0.91, 4.14, -8.81, -0.91, 4.14, -8.81, -0.91, 4.14, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.38, 8.94, -0.49, 4.04, 0.01, 0.01, 0.00, -66.45, 18.30, -37.20
577241, 9.92, 990.13, 194.30, 273.44, -64.56, 10.75, -8.81, -0.91, 4.14, -8.83, -0.90, 4.11, -8.83, -0.90, 4.11, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.33, 8.92, -0.47, 4.02, 0.01, 0.00, 0.00, -67.35, 17.85, -36.75
577286, 9.92, 990.13, 194.28, 273.44, -64.56, 10.75, -8.82, -0.91, 4.13, -8.82, -0.91, 4.13, -8.82, -0.91, 4.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.38, 8.90, -0.48, 4.00, 0.01, 0.01, 0.00, -67.35, 17.85, -36.75
577333, 9.92, 990.13, 194.31, 273.44, -64.56, 10.75, -8.81, -0.89, 4.16, -8.81, -0.89, 4.16, -8.81, -0.89, 4.16, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.19, 8.95, -0.46, 4.01, 0.01, 0.01, 0.00, -67.35, 17.40, -38.55
577377, 9.92, 990.13, 194.30, 273.44, -64.56, 10.75, -8.82, -0.89, 4.15, -8.82, -0.89, 4.15, -8.82, -0.89, 4.15, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.33, 8.96, -0.49, 3.98, 0.01, 0.01, -0.00, -67.35, 17.40, -38.55
577423, 9.92, 990.13, 194.26, 273.44, -64.56, 10.75, -8.82, -0.88, 4.13, -8.82, -0.88, 4.13, -8.82, -0.88, 4.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.19, 8.96, -0.47, 4.00, 0.01, 0.01, 0.00, -65.85, 17.70, -37.95
577474, 9.92, 990.13, 194.31, 273.44, -64.56, 10.75, -8.80, -0.90, 4.16, -8.80, -0.90, 4.16, -8.80, -0.90, 4.16, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.38, 8.95, -0.50, 4.01, 0.01, 0.01, 0.00, -65.85, 17.70, -37.95
577517, 9.92, 990.12, 194.36, 273.44, -64.56, 10.75, -8.82, -0.88, 4.17, -8.82, -0.88, 4.17, -8.82, -0.88, 4.17, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.43, 9.02, -0.48, 4.03, 0.01, 0.00, -0.00, -67.05, 18.60, -37.50
577564, 9.92, 990.12, 194.38, 273.44, -64.56, 10.75, -8.82, -0.91, 4.13, -8.82, -0.91, 4.13, -8.82, -0.91, 4.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.19, 8.98, -0.49, 4.01, 0.01, 0.00, 0.00, -67.05, 18.60, -37.50
577612, 9.92, 990.12, 194.36, 273.44, -64.56, 10.75, -8.82, -0.89, 4.14, -8.82, -0.89, 4.14, -8.82, -0.89, 4.14, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.23, 8.94, -0.49, 4.00, 0.01, 0.01, 0.00, -67.05, 18.60, -37.50
577664, 9.92, 990.12, 194.36, 273.44, -64.56, 10.75, -8.81, -0.90, 4.14, -8.84, -0.90, 4.16, -8.84, -0.90, 4.16, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.23, 8.88, -0.42, 3.97, 0.01, 0.01, -0.00, -67.05, 18.60, -37.50
577708, 9.92, 990.12, 194.40, 273.44, -64.56, 10.75, -8.81, -0.90, 4.12, -8.81, -0.90, 4.12, -8.81, -0.90, 4.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.43, 8.98, -0.47, 4.05, 0.01, 0.01, -0.00, -65.55, 17.85, -37.80
577754, 9.92, 990.12, 194.36, 273.44, -64.56, 10.75, -8.80, -0.89, 4.14, -8.81, -0.91, 4.13, -8.81, -0.91, 4.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.38, 8.92, -0.45, 3.98, 0.01, 0.01, 0.00, -65.55, 17.85, -37.80
577804, 9.92, 990.12, 194.41, 273.44, -64.56, 10.75, -8.81, -0.89, 4.13, -8.81, -0.89, 4.13, -8.82, -0.90, 4.16, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.23, 8.92, -0.46, 4.01, 0.01, 0.01, 0.00, -65.55, 17.85, -37.80
577847, 9.92, 990.13, 194.33, 273.44, -64.56, 10.75, -8.83, -0.89, 4.11, -8.83, -0.89, 4.11, -8.83, -0.89, 4.11, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.23, 8.89, -0.44, 3.98, 0.01, 0.01, 0.00, -67.20, 18.00, -37.20
577897, 9.92, 990.12, 194.35, 273.44, -64.56, 10.75, -8.83, -0.89, 4.11, -8.83, -0.89, 4.11, -8.83, -0.89, 4.11, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.19, 8.95, -0.47, 3.99, 0.01, 0.01, -0.00, -67.20, 18.00, -37.20
577944, 9.92, 990.13, 194.26, 273.44, -64.56, 10.75, -8.82, -0.92, 4.13, -8.82, -0.92, 4.13, -8.83, -0.90, 4.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.04, 8.90, -0.50, 4.01, 0.01, 0.01, 0.00, -67.20, 18.00, -37.20
577993, 9.92, 990.13, 194.27, 273.44, -64.56, 10.75, -8.81, -0.91, 4.13, -8.81, -0.91, 4.13, -8.81, -0.91, 4.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.33, 8.87, -0.53, 3.99, 0.01, 0.01, 0.00, -67.20, 18.00, -37.20
578037, 9.92, 990.13, 194.32, 273.44, -64.56, 10.75, -8.82, -0.87, 4.13, -8.82, -0.87, 4.13, -8.82, -0.87, 4.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.33, 8.95, -0.50, 3.99, 0.00, 0.00, 0.00, -66.45, 18.30, -37.20
578084, 9.92, 990.13, 194.29, 273.44, -64.56, 10.75, -8.81, -0.88, 4.14, -8.81, -0.88, 4.14, -8.81, -0.88, 4.14, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.38, 8.90, -0.43, 4.02, 0.01, 0.01, 0.00, -66.45, 18.30, -37.20
