time [ms], BMP temp [degC], BMP pres [], BMP alt [], BNO x [deg], BNO y [deg], BNO z [deg], GPS lat [deg.min], GPS lon [deg.min], GPS speed [m/s], GPS angle [deg], GPS alt [m], ICM temp [degC], ICM accel x [m/s^2], ICM accel y [m/s^2], ICM accel z [m/s^2], ICM gyro x [rad/s], ICM gyro y [rad/s], ICM gyro z [rad/s], ICM mag x [], ICM mag y [], ICM mag z []
32624, 23.91, 998.68, 122.00, 134.50, -40.06, 159.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.27, -2.81, 1.65, -9.80, -4.09, -2.39, 1.01, 25.20, -8.85, -62.55
32669, 23.91, 998.68, 122.03, 159.00, -27.25, 169.37, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.22, -9.99, 3.53, -12.44, -2.19, -1.75, 0.41, 31.80, 9.75, -53.55
32707, 23.91, 998.69, 121.96, 168.87, -26.87, 172.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.12, -4.23, 3.68, -8.85, -0.46, -0.61, 0.27, 31.80, 9.75, -53.55
32745, 23.91, 998.68, 122.00, 159.81, -19.94, 165.56, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.22, -4.46, 3.46, -10.15, -0.78, 0.21, -0.05, 33.90, 15.15, -45.60
32786, 23.92, 998.68, 122.01, 170.50, -7.44, 164.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.22, -4.51, 5.01, -7.45, -1.65, -0.58, 0.29, 33.90, 15.15, -45.60
32824, 23.92, 998.68, 121.98, 185.87, -4.00, 161.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.31, -4.99, 5.85, -6.92, -2.33, -1.85, 0.05, 33.90, 15.15, -45.60
32865, 23.92, 998.69, 121.94, 203.62, -6.37, 156.56, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.50, -4.72, 5.43, -5.59, -1.75, -1.67, 0.58, 34.80, 19.50, -41.10
32911, 23.92, 998.68, 122.00, 211.62, -6.69, 153.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.07, -4.78, 6.27, -5.50, -1.38, -1.43, 0.77, 34.80, 19.50, -41.10
32950, 23.92, 998.68, 121.99, 212.81, -6.44, 152.69, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.31, -8.85, 5.10, -6.32, -1.06, -1.50, 0.55, 34.80, 19.50, -41.10
32989, 23.92, 998.69, 121.96, 215.25, -4.00, 151.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.22, -5.43, 7.16, -4.32, -1.54, -1.18, 0.26, 34.80, 19.50, -41.10
33030, 23.92, 998.69, 121.92, 217.50, 2.25, 150.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.22, -5.51, 7.47, -3.00, -0.35, -1.52, 0.16, 34.80, 19.50, -41.10
33068, 23.92, 998.69, 121.92, 217.69, 4.12, 151.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.98, -5.55, 7.62, -3.48, -1.58, -1.94, 0.13, 34.80, 19.50, -41.10
33107, 23.92, 998.69, 121.96, 223.19, 3.87, 150.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.31, -6.30, 8.10, -2.69, -1.75, -1.84, 0.10, 34.80, 19.50, -41.10
33146, 23.92, 998.69, 121.95, 227.44, 2.12, 149.37, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.12, -5.81, 7.51, -0.70, -1.50, -2.09, -0.06, 27.90, 20.55, -7.95
33192, 23.93, 998.69, 121.96, 231.94, 2.44, 149.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.07, -6.28, 7.60, -0.12, -1.59, -1.64, -0.38, 27.90, 20.55, -7.95
33231, 23.93, 998.70, 121.88, 234.44, 3.50, 149.19, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.22, -7.17, 7.39, 0.30, -1.54, -1.90, -0.92, 22.65, 13.65, -38.40
33269, 23.93, 998.69, 121.91, 236.69, 7.00, 148.44, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.22, -6.27, 7.50, 1.04, -1.21, -1.99, -0.41, 22.65, 13.65, 0.00
33309, 23.93, 998.68, 122.03, 237.25, 11.56, 149.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.27, -5.71, 6.86, 2.44, -0.31, -1.71, 0.03, 22.65, 13.65, 0.00
33348, 23.93, 998.69, 121.97, 238.19, 14.25, 149.19, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.07, -5.64, 6.88, 2.97, -0.31, -1.36, 0.27, 16.65, 10.95, 6.45
33386, 23.94, 998.68, 121.98, 239.12, 15.69, 150.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.41, -5.53, 7.50, 3.14, -0.25, -0.94, 0.03, 16.65, 10.95, 6.45
33431, 23.94, 998.68, 121.99, 242.62, 15.63, 151.44, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.07, -5.59, 7.04, 3.51, -0.75, -0.74, 0.35, 16.65, 10.95, 6.45
33470, 23.94, 998.68, 122.02, 241.94, 16.56, 153.37, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.98, -5.66, 6.98, 4.24, -0.89, -0.80, -0.19, 11.10, 8.85, 12.00
33508, 23.94, 998.68, 121.99, 240.00, 17.81, 152.25, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.07, -5.54, 6.99, 3.81, -0.44, -0.80, 0.04, 11.10, 8.85, 12.00
33547, 23.95, 998.69, 121.96, 240.00, 15.56, 155.69, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.27, -5.32, 6.59, 4.72, -0.57, -0.98, 0.17, 7.35, 6.75, 14.55
33588, 23.95, 998.69, 121.93, 238.87, 14.50, 156.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.41, -5.06, 6.87, 5.26, -0.41, -0.80, 0.22, 7.35, 6.75, 14.55
33626, 23.96, 998.69, 121.95, 237.06, 15.38, 156.94, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.22, -4.76, 6.85, 4.81, -0.45, -0.83, 0.11, 7.35, 6.75, 14.55
33669, 23.96, 998.69, 121.96, 236.37, 16.25, 156.56, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.27, -4.67, 6.62, 5.36, -0.06, -0.06, -0.38, 3.60, 4.05, 15.90
33716, 23.97, 998.68, 122.04, 237.62, 14.44, 157.19, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.93, -4.86, 6.35, 5.10, 0.47, 0.74, -0.77, 3.60, 4.05, 15.90
33755, 23.97, 998.68, 122.04, 238.19, 14.25, 156.87, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.27, -5.65, 6.50, 4.94, 1.32, 1.10, -1.61, 4.95, 3.60, 15.90
33795, 23.97, 998.67, 122.07, 238.06, 14.00, 156.44, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.12, -5.76, 6.21, 4.05, 2.62, 1.49, -1.90, 4.95, 3.60, 15.90
33833, 23.97, 998.67, 122.07, 237.69, 12.25, 156.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.12, -7.01, 6.66, 2.69, 2.21, 1.63, -1.67, 4.95, 3.60, 15.90
33873, 23.98, 998.68, 122.04, 236.44, 9.25, 157.56, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.22, -6.92, 5.99, 2.62, 2.56, 1.55, -1.19, 4.95, 3.60, 15.90
33913, 23.98, 998.68, 122.01, 234.44, 7.62, 158.94, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.22, -7.89, 6.16, 0.78, 2.55, 0.78, -1.30, 4.95, 3.60, 15.90
33951, 23.99, 998.68, 122.01, 233.06, 7.31, 160.75, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.27, -8.30, 5.41, -0.23, 2.27, 0.58, -1.22, 17.40, 14.70, 6.90
33997, 23.99, 998.69, 121.96, 233.06, 6.87, 161.87, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.22, -8.03, 5.43, -0.43, 1.88, 1.32, -0.91, 17.40, 14.70, 6.90
34036, 23.99, 998.68, 122.02, 233.06, 5.31, 162.31, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.31, -8.41, 5.19, -1.15, 0.82, 1.40, -0.90, 21.00, 18.75, 2.25
34074, 24.00, 998.68, 121.98, 232.19, 2.44, 163.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.07, -8.42, 4.36, -2.11, 1.44, 1.47, -1.13, 21.00, 18.75, 2.25
34116, 24.00, 998.68, 122.01, 232.12, -0.75, 163.37, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.22, -8.62, 3.73, -3.36, 1.82, 1.89, -1.45, 21.00, 18.75, 2.25
34156, 24.00, 998.68, 122.02, 232.25, -2.87, 163.19, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.27, -8.72, 3.45, -3.41, 1.66, 1.88, -1.51, 27.30, 16.35, -7.05
34196, 24.01, 998.68, 122.02, 231.00, -3.19, 163.31, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.07, -7.92, 2.47, -4.55, 1.83, 2.32, -1.27, 27.30, 16.35, -7.05
34235, 24.01, 998.69, 121.96, 229.37, -2.94, 162.94, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.98, -7.76, 1.49, -5.62, 1.92, 2.45, -1.33, 27.30, 16.35, -7.05
34280, 24.01, 998.69, 121.91, 228.94, -5.06, 163.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.12, -7.56, 0.75, -6.32, 1.40, 1.81, -1.18, 32.70, 12.90, -19.80
34319, 24.02, 998.69, 121.90, 230.31, -9.44, 162.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.31, -6.92, -0.23, -6.91, 1.75, 2.10, -0.55, 32.70, 12.90, -19.80
34359, 24.02, 998.70, 121.85, 228.81, -13.00, 161.19, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.22, -6.09, -0.91, -7.87, 2.69, 2.66, -0.53, 34.20, 9.30, -31.80
34400, 24.02, 998.70, 121.85, 226.06, -13.88, 159.56, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.46, -5.72, -1.25, -7.74, 1.29, 1.96, -1.00, 34.20, 9.30, -31.80
34438, 24.02, 998.69, 121.90, 225.62, -15.69, 159.37, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.12, -4.74, -2.22, -8.69, 1.00, 1.41, -0.79, 33.00, 4.65, -44.40
34477, 24.03, 998.69, 121.91, 226.81, -18.94, 158.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.22, -4.39, -2.80, -8.69, 0.91, 1.15, -0.88, 33.00, 4.65, -44.40
34528, 24.03, 998.69, 121.94, 224.81, -22.06, 156.75, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.41, -3.98, -3.19, -8.30, 0.93, 0.90, -0.59, 33.00, 4.65, -44.40
34568, 24.03, 998.69, 121.95, 222.25, -22.44, 155.44, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.22, -3.17, -3.69, -8.61, 1.59, 1.33, -0.66, 32.10, -0.60, -47.70
34608, 24.03, 998.69, 121.97, 221.50, -22.37, 154.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.07, -2.98, -4.08, -8.28, 1.11, 1.34, -0.24, 32.10, -0.60, -47.70
34647, 24.03, 998.68, 122.01, 220.37, -23.12, 154.87, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.22, -2.02, -5.05, -9.30, 1.19, 1.70, -0.39, 32.10, -0.60, -47.70
34688, 24.04, 998.68, 122.02, 219.31, -25.69, 154.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.27, -2.00, -5.37, -8.30, 1.09, 2.07, -0.42, 32.10, -0.60, -47.70
34727, 24.04, 998.67, 122.06, 217.56, -29.19, 152.75, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.50, -1.16, -5.30, -8.65, 0.55, 1.73, -0.29, 32.10, -0.60, -47.70
34765, 24.04, 998.67, 122.06, 214.69, -34.50, 149.69, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.12, -0.22, -6.29, -8.17, 0.86, 1.72, -0.37, 32.10, -0.60, -47.70
34811, 24.04, 998.68, 122.04, 282.94, -40.50, 144.69, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.31, 0.15, -5.33, -7.83, 1.15, 1.41, -0.59, 32.10, -0.60, -47.70
34851, 24.05, 998.68, 122.06, 278.31, -44.75, 141.31, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.31, 0.84, -6.33, -7.66, 0.46, 1.35, -0.77, 18.30, -15.60, -66.75
34889, 24.05, 998.68, 122.04, 275.62, -46.63, 137.69, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.22, 1.21, -6.16, -7.73, 0.50, 1.08, -0.90, 18.30, -15.60, -66.75
34929, 24.05, 998.68, 121.98, 272.19, -48.56, 132.31, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.31, 1.66, -6.04, -7.02, 0.12, 0.66, -0.37, 18.30, -15.60, -66.75
34970, 24.06, 998.68, 121.99, 270.37, -47.81, 130.31, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.41, 2.14, -6.32, -7.55, 0.09, 0.41, 0.05, 12.60, -19.65, -68.55
35012, 24.06, 998.68, 122.03, 270.44, -45.75, 133.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.93, 2.14, -6.22, -7.25, 0.11, 0.63, 0.02, 12.60, -19.65, -68.55
35052, 24.06, 998.68, 122.01, 267.94, -45.25, 134.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.41, 2.65, -6.70, -7.25, 0.60, 1.08, -0.15, 10.95, -19.50, -71.55
35099, 24.06, 998.68, 122.01, 259.50, -48.88, 128.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.31, 2.97, -6.49, -6.42, 1.08, 1.40, -0.10, 10.95, -19.50, -71.55
35136, 24.06, 998.68, 121.99, 253.31, -51.81, 121.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.27, 3.74, -7.11, -6.22, 1.53, 1.65, -0.40, 10.95, -19.50, -71.55
35175, 24.07, 998.67, 122.07, 251.25, -52.25, 116.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.27, 3.87, -7.10, -5.44, 0.75, 1.67, -0.14, 3.75, -27.00, -72.60
35216, 24.07, 998.67, 122.10, 250.50, -50.88, 109.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.31, 4.80, -7.66, -5.35, -0.42, 1.76, 0.07, 3.75, -27.00, -72.60
35253, 24.07, 998.67, 122.13, 247.50, -48.63, 100.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.46, 4.48, -7.25, -4.73, -0.39, 1.54, 0.57, -1.20, -27.75, -75.45
35293, 24.07, 998.67, 122.07, 243.25, -47.06, 94.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.46, 4.33, -7.39, -5.03, 0.06, 1.68, 0.50, -1.20, -27.75, -75.45
35337, 24.08, 998.68, 122.05, 236.25, -44.63, 88.75, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.27, 4.92, -7.52, -4.22, 0.46, 1.90, 0.83, -1.20, -27.75, -75.45
35375, 24.08, 998.67, 122.07, 231.12, -42.50, 87.87, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.22, 4.71, -7.81, -3.98, 0.77, 2.05, 0.84, -9.00, -25.95, -78.15
35413, 24.08, 998.68, 122.01, 227.06, -40.63, 87.25, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.46, 4.41, -8.37, -1.96, 0.46, 1.47, 0.71, -9.00, -25.95, -78.15
35455, 24.09, 998.68, 122.05, 222.12, -37.56, 86.56, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.46, 5.32, -7.92, -3.53, 0.42, 0.52, 0.64, -9.00, -25.95, -78.15
35493, 24.09, 998.68, 122.06, 221.37, -36.44, 86.44, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.98, 4.43, -9.03, -2.65, 0.31, 1.27, -0.02, -9.00, -25.95, -78.15
35533, 24.09, 998.67, 122.09, 222.00, -34.63, 85.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.31, 4.91, -8.72, -1.95, -1.20, 1.04, 0.04, -9.00, -25.95, -78.15
35572, 24.09, 998.68, 122.02, 221.00, -32.56, 81.87, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.27, 4.85, -8.37, -2.48, -1.04, 0.60, 0.16, -9.00, -25.95, -78.15
35617, 24.10, 998.69, 121.97, 218.12, -32.19, 79.56, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.98, 4.85, -6.92, -2.54, 1.72, 1.26, 1.16, -9.00, -25.95, -78.15
35656, 24.10, 998.69, 121.92, 217.25, -32.06, 79.94, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.31, 5.26, -7.47, -2.44, 1.05, 0.89, 1.05, -17.10, -28.05, -79.80
35694, 24.10, 998.69, 121.93, 215.94, -31.56, 80.56, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.07, 4.95, -10.40, -0.12, 1.89, 1.03, 0.60, -17.10, -28.05, -79.80
35735, 24.10, 998.68, 121.98, 215.81, -30.81, 80.87, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.27, 2.33, -10.35, 3.28, 1.73, 1.46, 0.52, -17.10, -28.05, -79.80
35775, 24.10, 998.68, 121.99, 214.37, -29.19, 78.69, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.50, 3.78, -11.14, -1.66, 4.88, 1.33, 0.42, -18.30, -37.20, -70.05
35814, 24.11, 998.68, 122.02, 211.87, -23.69, 76.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.22, 4.14, -9.89, 0.66, 3.03, 1.21, 0.51, -18.30, -37.20, -70.05
35861, 24.11, 998.67, 122.09, 209.75, -19.56, 74.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.27, 2.83, -8.72, 4.43, 1.24, 1.64, 0.24, -18.30, -46.20, -55.80
35901, 24.11, 998.67, 122.09, 206.25, -19.50, 73.56, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.27, 2.65, -8.25, 3.99, 0.10, 1.09, -0.03, -18.30, -46.20, -55.80
35939, 24.11, 998.67, 122.07, 205.25, -18.69, 74.81, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.22, 2.66, -8.47, 4.02, 2.03, 1.51, 0.46, -18.30, -46.20, -55.80
35977, 24.11, 998.67, 122.09, 206.44, -18.25, 75.56, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.31, 2.57, -7.86, 3.94, 5.86, 2.98, 0.43, -21.15, -47.25, -50.85
36018, 24.11, 998.67, 122.09, 204.62, -16.56, 74.94, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.22, 2.81, -7.26, 6.44, 3.43, 2.58, -0.67, -21.15, -47.25, -50.85
36056, 24.11, 998.67, 122.09, 201.69, -13.75, 73.94, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.31, 0.34, -4.18, 10.31, -0.74, 1.41, -0.57, -22.50, -49.35, -28.35
36096, 24.12, 998.66, 122.16, 199.19, -9.38, 73.56, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.27, 0.57, -5.78, 6.86, -0.61, 0.50, -0.25, -22.50, -49.35, -28.35
36138, 24.12, 998.67, 122.13, 200.19, -7.94, 73.25, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.27, 0.57, -5.78, 6.86, -0.61, 0.50, -0.25, -22.50, -49.35, -28.35
36176, 24.12, 998.67, 122.08, 199.12, -9.31, 73.37, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.12, -0.54, -5.57, 9.72, 2.68, 1.74, -0.23, -24.15, -49.80, -27.15
36216, 24.12, 998.68, 122.04, 195.44, -11.25, 74.25, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.50, -0.87, -4.78, 10.06, 1.11, 1.02, -0.28, -24.15, -49.80, -27.15
36260, 24.13, 998.67, 122.06, 194.75, -10.31, 75.75, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.41, -0.52, -3.85, 8.52, 1.18, 0.96, 0.08, -24.15, -49.80, -27.15
36298, 24.13, 998.68, 122.02, 197.50, -6.87, 76.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.41, -1.08, -3.67, 9.42, 2.08, 1.33, 0.30, -24.15, -49.80, -27.15
36337, 24.13, 998.67, 122.07, 196.62, -4.31, 76.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.31, -1.86, -2.75, 9.59, 1.30, 1.20, 0.31, -24.15, -49.80, -27.15
36376, 24.13, 998.67, 122.07, 192.37, -2.62, 78.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.22, -1.67, -1.83, 9.52, 1.69, 1.57, 0.30, -24.15, -49.80, -27.15
36423, 24.14, 998.67, 122.11, 189.44, -0.50, 80.31, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.50, -2.68, -2.01, 9.63, 1.70, 1.70, -0.09, -24.15, -49.80, -27.15
36463, 24.14, 998.67, 122.09, 188.25, 1.69, 83.25, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.50, -3.76, -0.84, 9.25, 0.71, 1.38, -0.64, -14.25, -38.10, -0.75
36501, 24.14, 998.67, 122.09, 184.69, 1.56, 86.25, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.31, -4.03, -0.56, 8.43, 0.27, 1.16, -0.17, -14.25, -38.10, -0.75
36541, 24.14, 998.68, 122.04, 185.31, 0.75, 87.81, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.50, -4.40, -1.12, 8.85, 0.27, 0.97, 0.02, -14.25, -38.10, -0.75
36580, 24.14, 998.68, 122.05, 187.56, 1.69, 89.75, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.46, -4.79, -0.07, 8.62, 0.78, 0.67, 0.26, -11.85, -37.20, -1.65
36618, 24.15, 998.67, 122.07, 188.00, 1.94, 92.56, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.41, -5.00, -0.44, 7.73, 1.02, 1.31, 0.49, -11.85, -37.20, -1.65
36665, 24.15, 998.67, 122.13, 187.50, -0.25, 94.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.46, -6.09, -0.18, 8.40, 0.58, 1.40, 0.56, -6.45, -32.70, 2.10
36705, 24.15, 998.68, 122.06, 190.19, -1.56, 94.19, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.27, -5.38, 0.25, 7.70, 0.26, 1.28, -0.04, -6.45, -32.70, 2.10
36742, 24.15, 998.67, 122.14, 194.19, 1.81, 93.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.31, -6.73, 0.47, 7.88, -0.19, 1.32, -0.42, -6.45, -32.70, 2.10
36781, 24.15, 998.67, 122.12, 198.25, 9.69, 96.37, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.46, -6.39, 0.34, 7.22, 0.27, 1.78, -0.19, -0.45, -32.10, 0.45
36822, 24.16, 998.67, 122.07, 207.81, 18.00, 96.87, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.31, -7.12, 0.36, 6.54, 0.37, 2.03, -0.20, -0.45, -32.10, 0.45
36860, 24.16, 998.68, 122.05, 218.06, 26.19, 98.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.60, -7.91, 0.49, 6.02, 0.35, 1.82, -0.51, 4.65, -30.15, -3.15
36899, 24.16, 998.68, 122.03, 224.12, 30.94, 98.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.27, -8.03, 0.22, 5.64, 0.06, 1.55, -0.61, 4.65, -30.15, -3.15
36944, 24.17, 998.68, 121.98, 222.31, 29.19, 99.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.22, -8.16, 0.26, 5.07, 0.42, 1.56, -0.34, 4.65, -30.15, -3.15
36982, 24.17, 998.69, 121.97, 215.00, 23.37, 100.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.22, -8.94, 0.22, 4.57, 0.30, 1.76, -0.24, 6.30, -30.60, -6.45
37020, 24.17, 998.68, 122.02, 210.69, 19.81, 100.94, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.22, -9.23, 0.21, 3.94, -0.06, 1.69, -0.21, 6.30, -30.60, -6.45
37061, 24.18, 998.69, 121.97, 211.06, 20.44, 101.56, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.31, -9.53, 0.01, 3.27, -0.04, 1.54, -0.06, 6.30, -30.60, -6.45
37099, 24.18, 998.68, 122.03, 212.37, 21.81, 101.37, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.31, -9.79, 0.14, 2.80, 0.18, 1.48, -0.07, 6.30, -30.60, -6.45
37138, 24.18, 998.69, 121.97, 214.62, 23.62, 101.19, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.27, -9.48, -0.05, 2.51, 0.64, 1.27, -0.05, 6.30, -30.60, -6.45
37177, 24.18, 998.67, 122.09, 216.94, 25.62, 101.44, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.31, -9.76, 0.06, 1.76, 0.88, 1.27, -0.20, 6.30, -30.60, -6.45
37222, 24.19, 998.68, 122.04, 216.37, 25.31, 101.31, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.50, -9.69, -0.06, 1.42, 1.10, 1.21, -0.45, 6.30, -30.60, -6.45
37261, 24.19, 998.68, 122.04, 215.25, 24.50, 101.87, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.50, -9.96, -0.19, 1.21, 1.25, 1.44, -0.75, 12.45, -30.30, -15.00
37298, 24.19, 998.68, 122.01, 214.56, 24.19, 102.31, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.46, -10.20, -0.30, 0.32, 0.29, 1.59, -0.76, 12.45, -30.30, -15.00
37338, 24.19, 998.68, 121.98, 215.12, 24.69, 102.81, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.22, -9.89, -0.50, -0.38, 0.42, 1.53, -0.86, 12.45, -30.30, -15.00
37379, 24.20, 998.69, 121.96, 216.06, 25.69, 103.31, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.50, -9.94, -1.54, -1.28, 0.16, 1.51, -0.90, 15.15, -32.40, -18.30
37418, 24.20, 998.68, 122.01, 217.25, 26.37, 102.75, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.31, -9.78, -1.27, -1.84, 0.28, 1.19, -0.70, 15.15, -32.40, -18.30
37465, 24.20, 998.69, 121.97, 218.81, 27.50, 101.56, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.46, -9.62, -1.82, -1.89, -0.29, 1.28, -0.29, 13.95, -34.95, -21.45
37503, 24.20, 998.68, 122.02, 219.94, 28.19, 101.56, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.46, -9.84, -1.98, -2.27, 0.16, 1.34, -0.25, 13.95, -34.95, -21.45
37540, 24.21, 998.68, 122.01, 220.12, 27.81, 100.56, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.46, -9.64, -1.91, -3.34, -0.14, 0.84, -0.01, 13.95, -34.95, -21.45
37584, 24.21, 998.67, 122.11, 220.12, 26.56, 96.37, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.22, -9.19, -1.76, -2.81, -0.24, 0.76, 0.07, 13.50, -35.85, -25.65
