time [ms], BMP temp [degC], BMP pres [], BMP alt [], BNO x [deg], BNO y [deg], BNO z [deg], GPS lat [deg.min], GPS lon [deg.min], GPS speed [m/s], GPS angle [deg], GPS alt [m], ICM temp [degC], ICM accel x [m/s^2], ICM accel y [m/s^2], ICM accel z [m/s^2], ICM gyro x [rad/s], ICM gyro y [rad/s], ICM gyro z [rad/s], ICM mag x [], ICM mag y [], ICM mag z []
54353, 24.94, 998.68, 122.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.99, 10.41, -0.12, -0.38, -0.88, -1.99, 0.39, -61.95, -34.95, -30.75
54392, 24.94, 998.68, 121.99, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.80, 8.98, -0.33, -0.21, -1.08, -2.21, -0.04, -61.95, -34.95, -30.75
54433, 24.95, 998.68, 122.04, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.89, 9.69, 0.53, -1.85, -1.23, -2.04, -0.11, -61.95, -34.95, -30.75
54472, 24.95, 998.68, 122.04, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.65, 9.28, 0.00, -2.85, -0.20, -1.68, 0.26, -61.95, -34.95, -30.75
54521, 24.95, 998.67, 122.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.56, 9.01, 0.33, -2.96, -0.17, -1.68, 0.32, -61.95, -34.95, -30.75
54560, 24.95, 998.67, 122.11, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.56, 8.64, 0.12, -3.36, 0.38, -1.93, -0.07, -61.95, -34.95, -30.75
54600, 24.95, 998.67, 122.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.56, 9.21, 0.28, -5.08, 1.22, -0.81, -0.31, -61.95, -34.95, -30.75
54641, 24.96, 998.67, 122.10, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.85, 8.22, -0.23, -4.78, 1.81, -0.25, -0.74, -61.95, -34.95, -30.75
54682, 24.96, 998.67, 122.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.80, 8.20, 0.61, -5.95, -0.01, 0.33, -0.45, -61.95, -34.95, -30.75
54721, 24.96, 998.67, 122.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.80, 8.88, 0.17, -5.51, 0.24, 1.28, -1.05, -61.95, -34.95, -30.75
54768, 24.97, 998.67, 122.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.89, 8.61, 0.65, -4.33, -0.36, -0.51, -0.12, -56.55, -34.65, -49.50
54808, 24.97, 998.67, 122.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.80, 7.68, 0.78, -5.26, -0.58, -0.85, 0.10, -56.55, -34.65, -49.50
54850, 24.97, 998.67, 122.10, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.51, 7.49, 1.29, -3.33, 2.03, -0.66, 0.01, -56.70, -34.05, -48.60
54890, 24.97, 998.68, 122.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.80, 8.33, 0.26, -5.79, -1.21, -1.74, -0.22, -56.70, -34.05, -48.60
54933, 24.98, 998.67, 122.09, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.56, 7.35, 0.49, -5.38, -0.91, -1.41, -0.24, -55.35, -34.35, -54.60
54972, 24.98, 998.67, 122.11, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.56, 7.38, 1.33, -6.04, -0.20, -1.04, -0.28, -55.35, -34.35, -54.60
55013, 24.98, 998.68, 122.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.85, 8.00, 0.70, -6.94, 0.14, 0.07, -0.16, -55.35, -34.35, -54.60
55060, 24.99, 998.67, 122.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.56, 7.58, 2.12, -6.07, -0.99, 1.70, 0.77, -54.60, -32.10, -58.20
55099, 24.99, 998.68, 122.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.85, 8.12, 0.90, -6.12, -1.06, 3.11, 0.91, -54.60, -32.10, -58.20
55139, 24.99, 998.68, 122.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.56, 9.45, 1.29, -4.27, -0.93, 3.65, 1.12, -56.25, -33.90, -52.65
55179, 25.00, 998.68, 122.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.65, 8.47, 0.51, -2.86, -0.53, 4.25, 2.00, -56.25, -33.90, -52.65
55217, 25.00, 998.68, 121.99, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.56, 9.03, 0.00, -1.54, -0.52, 4.04, 1.85, -56.25, -33.90, -52.65
55257, 25.00, 998.67, 122.11, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.65, 10.02, -1.49, 0.18, -0.72, 3.91, 2.02, -56.25, -39.45, -41.40
55297, 25.01, 998.67, 122.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.80, 8.46, -1.58, 1.50, -0.86, 3.17, 1.96, -56.25, -39.45, -41.40
55343, 25.01, 998.66, 122.16, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.56, 9.39, -3.30, 3.17, -0.18, 2.46, 1.14, -47.70, -44.10, -32.70
55384, 25.01, 998.66, 122.19, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.56, 8.81, -3.26, 3.54, 0.39, 2.33, 1.19, -47.70, -44.10, -32.70
55423, 25.01, 998.66, 122.22, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.80, 8.14, -3.76, 4.45, -0.01, 2.30, 0.67, -47.70, -44.10, -32.70
55467, 25.01, 998.66, 122.16, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.80, 7.47, -3.59, 4.30, -0.74, 1.80, 0.89, -42.30, -48.15, -27.30
55506, 25.01, 998.66, 122.17, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.56, 7.92, -4.50, 6.43, 0.19, 1.71, 0.72, -42.30, -48.15, -27.30
55546, 25.02, 998.67, 122.14, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.80, 6.14, -3.88, 5.92, -0.17, 1.44, 0.42, -37.65, -48.90, -23.10
55586, 25.02, 998.67, 122.09, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.85, 6.21, -4.30, 6.75, -0.53, 1.51, 0.88, -37.65, -48.90, -23.10
55632, 25.02, 998.67, 122.11, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.65, 5.71, -4.60, 6.79, 0.38, 1.66, 0.88, -37.65, -48.90, -23.10
55672, 25.02, 998.66, 122.17, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.56, 4.67, -4.10, 7.21, 0.41, 1.71, 0.75, -30.60, -50.25, -22.95
55712, 25.03, 998.66, 122.16, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.85, 4.39, -4.56, 7.52, 0.13, 1.60, 0.62, -30.60, -50.25, -22.95
55753, 25.03, 998.67, 122.10, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.89, 3.78, -4.39, 8.07, 0.78, 2.03, 0.53, -24.60, -50.85, -17.85
55793, 25.03, 998.67, 122.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.89, 3.06, -4.61, 8.52, 0.94, 2.08, 0.45, -24.60, -50.85, -17.85
55833, 25.04, 998.67, 122.09, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.80, 1.81, -3.90, 8.94, 1.04, 2.42, 0.44, -24.60, -50.85, -17.85
55873, 25.04, 998.68, 122.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.65, 0.83, -3.55, 9.39, 1.06, 2.56, 0.65, -18.75, -47.25, -12.00
55919, 25.05, 998.67, 122.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.70, -0.57, -2.65, 8.77, 0.52, 2.12, 0.58, -18.75, -47.25, -12.00
55960, 25.05, 998.67, 122.10, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.51, -0.75, -3.06, 10.13, 1.03, 2.58, 0.43, -10.80, -46.20, -9.15
55999, 25.05, 998.67, 122.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.99, -1.62, -2.47, 8.94, 1.45, 2.69, 0.20, -10.80, -46.20, -9.15
56042, 25.05, 998.67, 122.09, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.89, -2.67, -1.99, 9.05, 1.51, 2.87, 0.31, -3.75, -41.55, -7.20
56082, 25.06, 998.67, 122.09, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.70, -4.63, -1.07, 8.30, 1.36, 2.97, 0.27, -3.75, -41.55, -7.20
56122, 25.06, 998.67, 122.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.70, -5.71, -0.79, 8.79, 1.45, 2.80, 0.12, -3.75, -41.55, -7.20
56169, 25.07, 998.67, 122.07, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.99, -5.70, -0.22, 7.90, 1.27, 2.38, -0.20, 5.70, -37.50, -7.05
56212, 25.07, 998.67, 122.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.80, -7.11, 0.40, 8.04, 1.48, 2.28, -0.03, 5.70, -37.50, -7.05
56252, 25.07, 998.67, 122.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.80, -7.40, 0.48, 6.07, 1.03, 1.86, -0.12, 10.20, -35.10, -6.45
56292, 25.07, 998.68, 122.04, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.85, -7.95, 0.74, 5.76, 1.03, 1.71, -0.26, 10.20, -35.10, -6.45
56333, 25.07, 998.68, 122.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 27.04, -8.49, 0.41, 5.55, 1.11, 1.78, -0.37, 10.20, -35.10, -6.45
56373, 25.08, 998.67, 122.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.89, -8.87, 1.18, 5.08, 1.35, 1.62, -0.47, 10.20, -35.10, -6.45
56413, 25.08, 998.68, 122.04, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.85, -8.91, 0.98, 4.58, 0.99, 1.62, -0.75, 10.20, -35.10, -6.45
56459, 25.08, 998.67, 122.09, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.85, -9.55, 0.81, 3.04, 1.16, 1.65, -0.65, 10.20, -35.10, -6.45
56499, 25.09, 998.67, 122.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.56, -9.50, 0.72, 2.82, 1.01, 1.66, -0.76, 10.20, -35.10, -6.45
56539, 25.09, 998.67, 122.07, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.80, -9.10, 0.02, 1.85, 0.51, 1.47, -0.63, 10.20, -35.10, -6.45
56579, 25.09, 998.67, 122.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.89, -9.56, 0.29, 1.35, 0.98, 1.46, -0.54, 10.20, -35.10, -6.45
56622, 25.10, 998.68, 122.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.51, -10.07, 0.17, 1.14, 1.38, 1.93, -0.92, 10.20, -35.10, -6.45
56661, 25.10, 998.68, 121.98, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.89, -9.39, -0.30, -0.14, 1.27, 2.36, -1.05, 10.20, -35.10, -6.45
56701, 25.10, 998.69, 121.97, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.85, -10.17, -0.78, -1.55, 0.99, 2.08, -1.21, 10.20, -35.10, -6.45
56748, 25.11, 998.68, 122.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 27.09, -9.04, -1.20, -1.71, 1.25, 2.15, -1.24, 16.50, -32.70, -18.75
56789, 25.11, 998.69, 121.97, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.85, -9.22, -2.36, -1.71, 0.07, 1.92, -1.14, 16.50, -32.70, -18.75
56828, 25.11, 998.68, 121.99, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.85, -9.49, -2.20, -3.47, -0.63, 1.78, -0.99, 16.50, -32.70, -18.75
56869, 25.12, 998.69, 121.95, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.89, -8.74, -1.69, -4.11, 1.41, 1.78, -0.26, 14.40, -36.75, -25.35
56909, 25.12, 998.69, 121.94, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.85, -8.37, -2.84, -4.41, 0.82, 1.94, 0.19, 14.40, -36.75, -25.35
56950, 25.12, 998.69, 121.92, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.85, -8.01, -2.96, -4.53, 0.56, 2.01, -0.04, 15.45, -36.00, -27.90
56989, 25.13, 998.69, 121.98, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.85, -7.38, -3.24, -5.51, 0.84, 2.20, -0.38, 15.45, -36.00, -27.90
57035, 25.13, 998.69, 121.95, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.89, -6.48, -3.53, -6.00, 0.82, 2.07, -0.82, 15.45, -36.00, -27.90
57075, 25.13, 998.69, 121.93, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.85, -5.83, -4.17, -6.83, 0.99, 1.91, -0.85, 14.40, -36.75, -31.80
57115, 25.13, 998.69, 121.95, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.99, -4.29, -4.12, -6.92, 1.17, 1.85, -0.63, 14.40, -36.75, -31.80
57156, 25.14, 998.69, 121.93, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 27.04, -6.36, -5.43, -7.08, 0.46, 1.20, -0.80, 10.95, -40.05, -33.75
57197, 25.14, 998.68, 122.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 27.04, -4.77, -5.28, -7.02, 0.89, 1.11, -0.51, 10.95, -40.05, -33.75
57236, 25.14, 998.68, 122.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.80, -3.86, -5.51, -7.69, 0.29, 0.90, -0.43, 10.95, -40.05, -33.75
57277, 25.14, 998.68, 122.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.80, -4.34, -5.85, -7.60, 0.70, 0.86, -0.81, 8.40, -41.55, -33.30
57323, 25.14, 998.68, 122.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.56, -3.15, -5.25, -7.58, 0.20, 0.56, -0.65, 8.40, -41.55, -33.30
57364, 25.14, 998.67, 122.10, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.89, -2.80, -5.63, -7.12, -0.07, 0.69, -0.79, 4.65, -42.75, -33.60
57403, 25.15, 998.68, 122.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.99, -2.50, -5.93, -7.86, -0.57, 0.90, -0.54, 4.65, -42.75, -33.60
57446, 25.15, 998.67, 122.10, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.80, -2.23, -5.68, -7.96, -0.38, 1.35, -0.29, 1.05, -46.20, -38.10
57489, 25.15, 998.67, 122.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.80, -2.08, -0.64, -18.12, 0.74, 1.43, 0.20, 1.05, -46.20, -38.10
57529, 25.15, 998.67, 122.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.80, -1.56, -5.86, -8.58, 0.56, 1.85, 0.26, 1.05, -46.20, -38.10
57568, 25.15, 998.67, 122.10, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.89, -0.38, -6.70, -7.42, 1.32, 2.42, -0.04, 2.10, -45.00, -37.05
57615, 25.15, 998.67, 122.07, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.85, 0.45, -7.46, -7.16, 0.65, 2.10, -0.27, 2.10, -45.00, -37.05
57654, 25.15, 998.68, 122.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.99, 1.41, -6.83, -7.19, 0.46, 2.08, -0.06, -0.30, -45.00, -36.75
57695, 25.15, 998.68, 122.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.65, 1.91, -7.72, -7.07, 0.29, 1.46, -0.38, -0.30, -45.00, -36.75
57736, 25.16, 998.67, 122.09, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.80, 1.86, -7.12, -6.51, 0.22, 1.46, -0.08, -0.30, -45.00, -36.75
57776, 25.16, 998.67, 122.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.85, 1.80, -7.52, -5.25, 0.31, 1.49, -0.31, -2.85, -46.20, -37.50
57815, 25.16, 998.67, 122.09, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.99, 3.08, -7.68, -6.36, 0.34, 2.03, -0.51, -2.85, -46.20, -37.50
57856, 25.16, 998.67, 122.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.85, 3.58, -7.07, -6.13, 0.45, 2.09, -0.37, -5.10, -47.10, -39.00
57902, 25.16, 998.67, 122.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 27.18, 4.04, -7.08, -5.58, 0.32, 2.98, -0.74, -5.10, -47.10, -39.00
57943, 25.16, 998.67, 122.09, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.85, 4.74, -7.25, -5.09, -0.03, 2.12, -0.18, -5.10, -47.10, -39.00
57982, 25.16, 998.67, 122.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.80, 5.50, -7.51, -4.30, -0.03, 2.00, -0.32, -9.90, -47.10, -41.55
58025, 25.16, 998.68, 122.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.85, 5.33, -7.03, -3.96, -0.08, 1.91, -0.23, -9.90, -47.10, -41.55
58065, 25.17, 998.67, 122.11, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.80, 6.13, -7.22, -3.49, -0.18, 1.61, -0.04, -12.90, -48.00, -42.45
58105, 25.17, 998.67, 122.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.85, 6.22, -6.89, -3.12, -0.45, 1.22, 0.39, -12.90, -48.00, -42.45
58151, 25.17, 998.67, 122.07, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.80, 5.71, -6.96, -3.22, -0.16, 0.44, 0.27, -12.75, -47.10, -44.70
58192, 25.17, 998.67, 122.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.99, 6.29, -7.33, -3.39, -0.15, -0.54, 0.39, -12.75, -47.10, -44.70
58231, 25.17, 998.67, 122.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.99, 5.43, -7.37, -4.12, -0.17, -1.81, 0.66, -12.75, -47.10, -44.70
58272, 25.17, 998.67, 122.11, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.99, 4.95, -7.74, -4.32, -0.43, -2.98, 1.06, -8.10, -46.35, -45.75
58313, 25.18, 998.67, 122.14, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.89, 4.76, -7.60, -4.81, -0.26, -3.33, 0.84, -8.10, -46.35, -45.75
58353, 25.18, 998.67, 122.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.85, 3.55, -7.69, -5.41, -0.66, -3.74, 0.90, 0.90, -44.85, -42.60
58392, 25.18, 998.67, 122.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.99, 2.89, -7.50, -6.01, -0.71, -3.55, 1.04, 0.90, -44.85, -42.60
58439, 25.18, 998.67, 122.14, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.80, 1.30, -6.32, -7.42, -1.16, -3.32, 1.30, 0.90, -44.85, -42.60
58478, 25.18, 998.66, 122.16, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 27.04, -0.80, -7.44, -7.90, -1.84, -3.85, 1.79, 8.25, -41.70, -42.00
58519, 25.19, 998.66, 122.16, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.80, -1.71, -6.54, -7.41, -1.03, -3.49, 1.51, 8.25, -41.70, -42.00
58560, 25.19, 998.67, 122.11, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.85, -2.90, -5.48, -8.25, -1.75, -3.45, 1.08, 8.25, -41.70, -42.00
58600, 25.19, 998.67, 122.10, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 27.09, -4.57, -4.42, -8.05, -1.23, -3.70, 1.01, 8.25, -41.70, -42.00
58640, 25.20, 998.67, 122.11, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.99, -4.96, -4.41, -6.93, -1.68, -3.60, 1.19, 8.25, -41.70, -42.00
58680, 25.20, 998.67, 122.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.89, -6.42, -3.90, -6.04, -1.14, -3.68, 0.98, 8.25, -41.70, -42.00
58726, 25.20, 998.67, 122.07, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.80, -7.24, -3.40, -5.18, -0.69, -3.62, 1.02, 8.25, -41.70, -42.00
58767, 25.20, 998.67, 122.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 27.18, -8.85, -3.32, -3.06, -1.51, -3.96, 0.68, 8.25, -41.70, -42.00
58806, 25.21, 998.67, 122.14, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.85, -9.59, -2.02, -1.70, -1.33, -3.71, 0.68, 8.25, -41.70, -42.00
58852, 25.21, 998.67, 122.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.70, -9.63, -1.86, -1.03, -0.94, -3.02, 0.62, 8.25, -41.70, -42.00
58892, 25.21, 998.67, 122.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.80, -9.32, -1.31, 0.56, -1.54, -3.08, -0.13, 8.25, -41.70, -42.00
58932, 25.22, 998.67, 122.11, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.85, -9.31, -2.20, 1.15, -0.21, -2.84, -0.45, 8.25, -41.70, -42.00
58971, 25.22, 998.67, 122.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.65, -10.31, -1.51, 1.32, 2.11, -2.58, 0.23, 8.25, -41.70, -42.00
59018, 25.22, 998.67, 122.14, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.85, -8.51, -1.02, 4.69, 0.47, -2.06, 0.03, 8.25, -41.70, -42.00
59057, 25.22, 998.66, 122.16, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.80, -9.17, -1.41, 3.78, 0.43, -1.45, 0.19, -3.60, -26.70, 8.70
59098, 25.23, 998.66, 122.16, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.85, -10.73, -1.81, 2.94, -4.18, -1.41, 0.27, -3.60, -26.70, 8.70
59139, 25.23, 998.66, 122.15, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.89, -8.35, -1.72, 5.59, -0.89, -1.36, 0.24, -3.60, -26.70, 8.70
59179, 25.23, 998.66, 122.16, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.99, -6.59, 2.09, 8.95, -1.38, -1.65, 0.13, -8.70, -31.35, 5.70
59218, 25.23, 998.66, 122.18, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.89, -7.56, -1.78, 5.13, -0.13, -1.30, 0.30, -8.70, -31.35, 5.70
59258, 25.24, 998.66, 122.19, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.89, -8.98, -2.81, 7.29, -1.22, -2.30, 0.13, -14.40, -34.65, 6.00
59305, 25.24, 998.66, 122.18, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.99, -6.06, -1.93, 5.71, -0.10, -1.40, 0.14, -14.40, -34.65, 6.00
59345, 25.24, 998.67, 122.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 27.04, -5.96, -3.18, 7.50, -0.61, -1.59, 0.22, -14.40, -34.65, 6.00
59384, 25.24, 998.67, 122.09, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.99, -6.06, -2.87, 7.42, -1.36, -2.90, -0.94, -20.10, -38.25, 4.50
59428, 25.25, 998.68, 122.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.99, -4.31, -9.84, 0.67, -1.12, -1.46, -1.52, -20.10, -38.25, 4.50
